#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/apartment_local.txt /home/point_clouds_registration_benchmark//eth/apartment -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
13001298760000;0.820981;1.54013;100;0.91721 -0.381292 0.115506 -0.248686 0.369399 0.922506 0.111924 -3.50293 -0.149231 -0.0599905 0.986981 0.263372 0 0 0 1 
13001298760001;0.68771;1.94937;100;0.881476 -0.430239 -0.194664 0.794385 0.471992 0.815722 0.334397 -3.80799 0.0149215 -0.386643 0.922109 0.573992 0 0 0 1 
13001298760002;0.636186;0.393813;100;0.968656 0.178455 -0.172796 0.110839 -0.121464 0.947064 0.297181 -0.346338 0.216682 -0.266877 0.939056 -1.17687 0 0 0 1 
13001298760003;0.411513;1.79022;100;0.894389 -0.445081 0.0443903 0.473504 0.445063 0.895434 0.0108353 -3.2521 -0.0445712 0.0100655 0.998956 -0.162437 0 0 0 1 
13001298760004;0.857932;1.94;100;0.836818 -0.532172 -0.128563 0.595558 0.513219 0.844281 -0.154257 -3.44068 0.190635 0.0631042 0.979631 0.408517 0 0 0 1 
13001298760005;0.460674;1.89457;100;0.895329 0.442694 0.049063 0.475265 -0.440788 0.896476 -0.0451414 -1.18908 -0.0639677 0.0187901 0.997775 0.581388 0 0 0 1 
13001298760006;0.655521;1.12075;100;0.817484 0.574399 0.0422518 0.420344 -0.575717 0.817041 0.0315103 1.04369 -0.0164219 -0.0500843 0.99861 0.31892 0 0 0 1 
13001298760007;0.308888;0.484305;100;0.870355 0.291182 0.397109 -0.103626 -0.374161 0.915334 0.148886 0.493276 -0.320134 -0.278166 0.905615 1.07578 0 0 0 1 
13001298760008;0.466988;1.278;100;0.778821 0.621564 0.0842343 0.836272 -0.620125 0.783183 -0.0454929 0.439606 -0.0942477 -0.0168049 0.995407 0.0515018 0 0 0 1 
13001298760009;0.423945;1.20601;100;0.807689 0.589361 -0.0171012 0.961091 -0.57128 0.775075 -0.269994 0.873237 -0.145869 0.227841 0.96271 0.086372 0 0 0 1 
13001298760010;0.258498;1.18462;100;0.840449 0.539956 -0.0457554 1.0401 -0.541885 0.837062 -0.07542 0.714445 -0.00242337 0.0881808 0.996102 0.1674 0 0 0 1 
13001298760011;0.784351;2.05619;100;0.954625 0.286649 0.0807637 0.0791375 -0.294912 0.872178 0.390297 -1.6748 0.041438 -0.396406 0.91714 -0.868208 0 0 0 1 
13001298760012;0.622128;0.362539;100;0.968899 0.245513 -0.0309464 0.245405 -0.244852 0.969272 0.0236583 -0.16496 0.0358039 -0.0153452 0.999241 0.175624 0 0 0 1 
13001298760013;0.398004;0.519316;100;0.871441 0.454225 0.185124 0.215919 -0.418243 0.885282 -0.203342 0.80322 -0.25625 0.0997738 0.961447 1.15778 0 0 0 1 
13001298760014;0.755219;1.2874;100;0.980663 0.143759 -0.132793 0.729753 -0.136093 0.988551 0.0651567 -0.674628 0.140639 -0.0458246 0.989 -1.02336 0 0 0 1 
13001298760015;0.388158;1.96208;100;0.929193 0.331705 -0.163011 0.460919 -0.330247 0.943178 0.0367734 -0.941996 0.165946 0.0196643 0.985939 -0.297103 0 0 0 1 
13001298760016;0.851768;1.22601;100;0.80446 0.593839 0.0141059 1.78341 -0.593951 0.804483 0.00540434 0.940257 -0.00813866 -0.0127258 0.999886 0.546379 0 0 0 1 
13001298760017;0.399547;1.26719;100;0.745113 0.664941 -0.0515785 1.39804 -0.666677 0.744756 -0.029683 0.584995 0.0186759 0.0565034 0.998228 0.302784 0 0 0 1 
13001298760018;0.820633;1.27206;100;0.735062 0.646088 -0.205556 1.26661 -0.641815 0.760803 0.0961897 0.658826 0.218534 0.0612231 0.973907 0.278846 0 0 0 1 
13001298760019;0.329854;1.32269;100;0.89112 0.445582 -0.0857978 0.934186 -0.438256 0.894148 0.0918194 -0.319973 0.117629 -0.0442208 0.992073 -0.425643 0 0 0 1 
13001298760020;0.847185;0.418088;100;0.956558 0.291531 0.00248771 -0.445169 -0.291367 0.955658 0.0426849 0.839363 0.0100666 -0.0415554 0.999085 0.716211 0 0 0 1 
13001298760021;0.886722;1.58635;100;0.899649 -0.256493 -0.353332 1.14362 0.35033 0.907038 0.233561 -3.26445 0.260579 -0.333905 0.905873 -1.19602 0 0 0 1 
13001298760022;0.59893;1.50203;100;0.760883 0.640938 -0.101274 1.78007 -0.567958 0.733302 0.373753 0.0796039 0.313817 -0.226863 0.921983 -1.37429 0 0 0 1 
13001298760023;0.367247;1.43819;100;0.867536 0.493741 0.0600164 1.09184 -0.495339 0.868578 0.0145314 -0.0913562 -0.0449541 -0.042335 0.998092 -0.0898307 0 0 0 1 
13001298760024;0.0968236;1.31664;100;0.839555 0.539577 0.0632776 1.08223 -0.54087 0.841097 0.00400125 0.411513 -0.0510636 -0.0375842 0.997988 0.238312 0 0 0 1 
13001298760025;0.689632;1.25584;100;0.89222 0.447358 -0.0617572 0.754112 -0.435028 0.814697 -0.38343 0.675891 -0.121217 0.36897 0.921503 0.892718 0 0 0 1 
13001298760026;0.452516;1.46306;100;0.981002 -0.184306 0.0605573 -0.0213626 0.177012 0.978113 0.10937 -1.74801 -0.0793895 -0.0965729 0.992155 0.248755 0 0 0 1 
13001298760027;0.353163;1.53043;100;0.902908 -0.32548 0.280749 0.0744726 0.226588 0.915449 0.332582 -2.48751 -0.36526 -0.236676 0.900316 0.847205 0 0 0 1 
13001298760028;0.770166;1.37804;100;0.951109 0.305722 0.043873 0.330112 -0.294542 0.940578 -0.168994 0.294972 -0.0929313 0.14781 0.98464 0.203164 0 0 0 1 
13001298760029;0.444231;1.22568;100;0.726701 0.649156 0.224727 1.2064 -0.667469 0.7446 0.00751685 0.377558 -0.162452 -0.155461 0.974393 0.669346 0 0 0 1 
13001298760031;1.0814;0.931978;100;0.928439 0.366728 0.0592555 0.640107 -0.328942 0.885709 -0.327592 2.0295 -0.17262 0.284657 0.942959 1.67063 0 0 0 1 
13001298760032;0.762366;0.184735;100;0.978247 -0.185617 -0.0926259 -0.633142 0.189171 0.981451 0.0311086 -0.564214 0.0851335 -0.047954 0.995215 -0.817888 0 0 0 1 
13001298760033;0.562268;0.182241;100;0.972877 -0.205303 -0.106584 -0.62885 0.195929 0.976282 -0.0921216 -0.561064 0.122969 0.0687402 0.990027 0.0815644 0 0 0 1 
13001298760034;0.913227;0.143813;100;0.98584 -0.156803 -0.0594301 -0.540614 0.124192 0.920875 -0.369548 -0.212433 0.112674 0.356935 0.927309 1.02458 0 0 0 1 
13001298760035;0.190074;0.204265;100;0.985614 0.122909 -0.116009 0.255926 -0.114517 0.990475 0.076448 0.376286 0.1243 -0.0620632 0.990302 -0.568066 0 0 0 1 
13001298760036;1.3176;0.150989;100;0.929135 -0.365569 -0.0553882 -1.38396 0.369489 0.912491 0.175605 -0.832985 -0.0136546 -0.183626 0.982901 -0.344582 0 0 0 1 
13001298760037;0.408209;0.150458;100;0.990765 0.120056 -0.063015 0.0609673 -0.127268 0.983731 -0.12679 0.684377 0.0467678 0.133639 0.989926 0.0378773 0 0 0 1 
13001298760038;0.799177;0.186775;100;0.999986 -0.00521634 -0.000202586 0.361024 0.00517858 0.986359 0.164529 -0.355596 -0.000658415 -0.164528 0.986372 -0.243302 0 0 0 1 
