#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/wood_summer_local.txt /home/point_clouds_registration_benchmark//eth/wood_summer -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
2318808360000;0.0774618;0.0199599;100;0.99792 0.0431799 0.0478707 -0.479879 -0.0430126 0.999064 -0.00452032 0.459288 -0.0480211 0.00245187 0.998843 0.331546 0 0 0 1 
2318808360001;0.306883;0.0272473;100;0.997375 0.0701161 -0.018098 -0.134444 -0.0703645 0.99743 -0.0134775 0.602399 0.0171065 0.0147155 0.999745 -0.445468 0 0 0 1 
2318808360002;0.495258;0.0188218;100;0.917886 -0.382195 -0.106829 4.76067 0.38079 0.924034 -0.0340643 -1.76366 0.111733 -0.00941251 0.993694 -0.178427 0 0 0 1 
2318808360003;0.524546;0.0290262;100;0.912369 -0.406242 -0.050497 4.41437 0.409139 0.900758 0.145739 -2.67988 -0.0137197 -0.153628 0.988034 1.26841 0 0 0 1 
2318808360004;0.20511;0.020356;100;0.997548 -0.0653321 0.0251078 0.630954 0.0653271 0.997863 0.00101939 -0.529892 -0.0251207 0.000623331 0.999684 -0.214668 0 0 0 1 
2318808360005;0.440296;0.0161843;100;0.983663 0.0682555 -0.166576 -0.0704546 -0.0198087 0.960752 0.276699 0.201997 0.178925 -0.268879 0.946409 0.806199 0 0 0 1 
2318808360006;0.169359;0.0156359;100;0.996127 -0.085661 0.0198502 1.05687 0.0859949 0.996157 -0.0166241 -0.442279 -0.0183499 0.0182667 0.999665 0.0897858 0 0 0 1 
2318808360007;0.299345;0.0208603;100;0.927184 -0.370075 0.0580908 4.33231 0.369026 0.92899 0.0282403 -2.28358 -0.0644168 -0.00474688 0.997912 0.464516 0 0 0 1 
2318808360008;0.34518;0.0129107;100;0.926696 0.275516 0.255588 -2.43215 -0.307532 0.946847 0.0943612 2.96366 -0.216005 -0.166046 0.96217 3.81648 0 0 0 1 
2318808360009;0.553788;0.018707;100;0.877308 0.462348 0.128705 -3.81222 -0.455202 0.886597 -0.0820806 4.13448 -0.152059 0.0134234 0.98828 1.32606 0 0 0 1 
2318808360010;0.296129;0.0188746;100;0.992037 -0.12591 0.00289492 1.21803 0.125717 0.991371 0.0371252 -1.25739 -0.00754437 -0.0364657 0.999306 -0.00502616 0 0 0 1 
2318808360011;0.267088;0.0220892;100;0.972956 -0.193514 0.126128 2.16845 0.180556 0.977701 0.107238 -1.28122 -0.144067 -0.0815647 0.986201 2.32061 0 0 0 1 
2318808360012;0.117207;0.0223531;100;0.996711 -0.00373226 -0.0809494 0.0676638 0.00756354 0.998863 0.0470745 -0.186057 0.0806816 -0.0475319 0.995606 -0.28524 0 0 0 1 
2318808360013;0.297157;0.0225228;100;0.996732 -0.0471308 0.0655999 -0.0689099 0.0494314 0.998202 -0.0339001 -0.606917 -0.0638842 0.037032 0.99727 -0.0104343 0 0 0 1 
2318808360014;0.320442;0.0206696;100;0.999982 0.00511937 0.00311176 -0.01311 -0.00512373 0.999986 0.00139261 0.0468107 -0.00310459 -0.00140853 0.999994 -0.615325 0 0 0 1 
2318808360015;0.329054;0.0172785;100;0.962398 0.239211 -0.12872 -2.07405 -0.252238 0.962833 -0.0965894 2.46094 0.10083 0.125425 0.986966 -2.53884 0 0 0 1 
2318808360016;0.335073;0.0125345;100;0.999458 0.0329165 -0.000822871 -0.237754 -0.032913 0.99945 0.00401813 -0.075381 0.000954682 -0.00398886 0.999992 -0.547403 0 0 0 1 
2318808360017;0.483715;0.0236406;100;0.972481 0.228288 -0.0465445 -2.5447 -0.228532 0.973536 7.42988e-05 1.78284 0.0453298 0.0105647 0.998916 0.225543 0 0 0 1 
2318808360018;0.313611;0.021213;100;0.908075 -0.406749 -0.0997777 4.98607 0.397629 0.912131 -0.0995415 -2.09632 0.131499 0.0507166 0.990018 -1.51884 0 0 0 1 
2318808360019;0.502137;0.0198977;100;0.945064 0.32287 -0.0510699 -2.5102 -0.326564 0.925638 -0.191183 2.97547 -0.0144549 0.197358 0.980225 -2.35757 0 0 0 1 
2318808360020;0.421809;0.020009;100;0.964462 0.02426 0.263107 -0.573033 -0.00102536 0.996112 -0.0880886 0.246851 -0.264221 0.0846883 0.960737 0.563841 0 0 0 1 
2318808360021;0.393879;0.0115311;100;0.909466 -0.298775 -0.289145 4.33817 0.203834 0.926521 -0.316245 -0.817687 0.362385 0.228676 0.90354 -5.07127 0 0 0 1 
2318808360022;0.404256;0.0199845;100;0.995155 0.0373572 -0.0909495 -0.312166 -0.0438667 0.996536 -0.0706579 1.16395 0.0879948 0.0743051 0.993346 -1.78232 0 0 0 1 
2318808360023;0.175152;0.0198176;100;0.977927 -0.195449 0.0738847 2.02755 0.199064 0.978946 -0.0451536 -1.30877 -0.063504 0.0588647 0.996244 -0.0913126 0 0 0 1 
2318808360024;0.438639;0.0167058;100;0.99326 0.0125263 -0.115227 -0.825186 -0.024991 0.993904 -0.107376 0.392386 0.113179 0.109532 0.987519 -2.08897 0 0 0 1 
2318808360025;0.493149;0.0237441;100;0.984525 -0.175155 -0.00556269 1.76813 0.17487 0.984002 -0.0340588 -0.681679 0.0114393 0.032559 0.999404 0.304615 0 0 0 1 
2318808360026;0.26214;0.0197823;100;0.980383 0.015218 -0.196513 -0.132157 -0.00189728 0.997697 0.0677964 -0.092013 0.197093 -0.0660936 0.978154 -0.530941 0 0 0 1 
2318808360027;0.301824;0.0133596;100;0.971411 0.237266 -0.00808925 -2.21116 -0.230739 0.935575 -0.267319 2.94202 -0.0558576 0.261543 0.963574 -2.20336 0 0 0 1 
