#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/hauptgebaude_local.txt /home/point_clouds_registration_benchmark//eth/hauptgebaude -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
3394309160000;0.248226;0.0089;100;0.999279 -0.00269072 0.0378664 0.575893 0.00116549 0.999189 0.0402438 -0.0470818 -0.0379439 -0.0401706 0.998472 -0.019541 0 0 0 1 
3394309160001;0.28369;0.00751598;100;0.992998 0.115169 -0.026289 -0.409687 -0.113448 0.991757 0.0595582 0.84852 0.0329316 -0.0561587 0.997879 -0.644733 0 0 0 1 
3394309160002;0.278932;0.00758524;100;0.976863 -0.00682495 0.213755 -0.0946098 0.00483992 0.99994 0.00980841 -0.0857026 -0.21381 -0.00854692 0.976838 0.741248 0 0 0 1 
3394309160003;0.0682056;0.00870724;100;0.995468 -0.0912678 0.0267324 0.0149315 0.0916955 0.995671 -0.0152341 -0.594446 -0.0252263 0.0176163 0.999527 0.180644 0 0 0 1 
3394309160004;0.286924;0.00812912;100;0.999016 0.0405671 -0.0179359 0.57858 -0.0403944 0.999135 0.00989285 0.738814 0.0183217 -0.0091586 0.99979 -0.283533 0 0 0 1 
3394309160005;0.492031;0.00945852;100;0.906212 0.384463 0.17598 -0.230496 -0.409534 0.901624 0.139127 2.58303 -0.105179 -0.198148 0.974513 0.325268 0 0 0 1 
3394309160006;0.393899;0.00685072;100;0.987912 0.0243876 0.153086 -0.223451 -0.0254307 0.999665 0.00485925 0.544764 -0.152917 -0.00869361 0.988201 1.90821 0 0 0 1 
3394309160007;0.411602;0.00924425;100;0.885191 -0.337153 0.32057 0.371244 0.343539 0.938358 0.0382817 -2.08441 -0.313716 0.0762417 0.946451 1.4126 0 0 0 1 
3394309160008;0.42721;0.0125464;100;0.954604 -0.295181 -0.0399894 0.478813 0.295919 0.955113 0.0138492 -1.88656 0.0341063 -0.0250541 0.999104 0.681565 0 0 0 1 
3394309160009;0.395375;0.00780271;100;0.978025 -0.200748 -0.0562872 0.416769 0.195257 0.976588 -0.0902786 -1.46785 0.0730927 0.0773042 0.994325 0.401137 0 0 0 1 
3394309160010;0.216746;0.00843689;100;0.991613 -0.00577686 -0.129112 -0.102853 -0.0167515 0.984829 -0.172719 0.492456 0.128151 0.173434 0.976472 -0.588127 0 0 0 1 
3394309160011;0.228138;0.777472;100;0.94865 -0.220563 -0.226749 2.50306 0.243858 0.966497 0.0800982 -1.74147 0.201486 -0.13128 0.970654 -1.12509 0 0 0 1 
3394309160012;0.324315;0.779499;100;0.94364 -0.328751 -0.0383005 1.78201 0.33063 0.931046 0.154391 -2.33752 -0.0150967 -0.158353 0.987267 -0.183503 0 0 0 1 
3394309160013;0.268523;0.0061472;100;0.997664 0.0615173 -0.0296966 0.647408 -0.0616678 0.998088 -0.00418013 0.104605 0.0293826 0.00600169 0.99955 -0.42838 0 0 0 1 
3394309160014;0.217364;0.00805929;100;0.999774 0.0182663 0.0109106 -0.00499402 -0.0201283 0.978181 0.206776 -0.320124 -0.00689548 -0.206948 0.978328 0.290896 0 0 0 1 
3394309160015;0.198549;0.00713643;100;0.971855 0.108721 0.208992 -0.232064 -0.103522 0.993987 -0.0356902 0.727702 -0.211616 0.0130503 0.977266 1.47488 0 0 0 1 
3394309160016;0.362241;0.00773121;100;0.888449 -0.221146 0.402185 0.547487 0.218362 0.974405 0.0534149 -1.67862 -0.403704 0.0403655 0.913999 3.18414 0 0 0 1 
3394309160017;0.403444;0.0087918;100;0.925033 -0.273072 0.264094 -0.51081 0.266062 0.961915 0.0626898 -1.26791 -0.271155 0.0122753 0.962457 1.79337 0 0 0 1 
3394309160018;0.415951;0.00683482;100;0.958535 0.269163 0.0936044 -0.614134 -0.273512 0.961157 0.0370009 1.96021 -0.0800092 -0.0610686 0.994922 0.401287 0 0 0 1 
3394309160019;0.389264;0.00546997;100;0.967163 0.253916 -0.011015 0.0911095 -0.253902 0.967226 0.00274491 1.31349 0.011351 0.00014195 0.999936 -0.841979 0 0 0 1 
3394309160020;0.355901;0.00912953;100;0.943441 -0.158803 -0.291034 0.857214 0.0633154 0.947967 -0.312011 0.020993 0.325439 0.275937 0.904405 -1.68467 0 0 0 1 
3394309160021;0.307009;0.00839005;100;0.991457 -0.118515 -0.0544681 0.635681 0.127841 0.965797 0.225596 -1.12242 0.0258685 -0.230632 0.972697 -0.305342 0 0 0 1 
3394309160022;0.159878;0.00712007;100;0.979262 -0.0348289 0.199582 -0.239772 0.0505339 0.995966 -0.0741427 -0.251426 -0.196195 0.0826908 0.977072 1.27865 0 0 0 1 
3394309160023;0.179015;0.00688051;100;0.9954 -0.0427824 0.0857248 -0.158018 0.044754 0.998773 -0.0212101 -0.32654 -0.0847122 0.0249491 0.996093 0.134556 0 0 0 1 
3394309160024;0.448507;0.790843;100;0.901134 -0.431722 0.0396764 2.4687 0.430198 0.901776 0.0415884 -2.73807 -0.0537338 -0.020408 0.998347 1.11868 0 0 0 1 
3394309160025;0.259237;0.00799926;100;0.986782 0.162008 -0.00394638 -0.0725511 -0.16168 0.985859 0.0440542 1.04851 0.0110277 -0.0428338 0.999021 -0.594457 0 0 0 1 
3394309160026;0.300277;0.00672265;100;0.994419 0.0828369 0.0653436 0.371149 -0.0790139 0.995122 -0.0590701 -0.0568567 -0.069918 0.0535773 0.996113 0.770043 0 0 0 1 
3394309160027;0.421694;0.763147;100;0.955704 -0.225426 -0.189242 2.41971 0.263598 0.941589 0.209587 -2.62898 0.130942 -0.250187 0.959302 -0.321268 0 0 0 1 
3394309160028;0.443835;0.0065111;100;0.924729 0.108606 0.364801 -0.0613012 0.0044518 0.955276 -0.295683 0.801611 -0.380599 0.275051 0.882888 2.32586 0 0 0 1 
3394309160029;0.512116;0.00865031;100;0.998971 -0.0224361 0.0394142 0.289464 0.0348975 0.935323 -0.352071 0.488781 -0.0289659 0.353084 0.935143 -0.64914 0 0 0 1 
3394309160031;0.426851;0.00646617;100;0.961639 -0.205625 -0.181573 0.214665 0.227772 0.967392 0.110784 -0.703924 0.152872 -0.147892 0.977117 -0.961566 0 0 0 1 
3394309160032;0.353703;0.00709477;100;0.914672 -0.383027 -0.129091 -0.0338989 0.386528 0.922275 0.00224386 -0.0592208 0.118198 -0.0519497 0.99163 -0.20979 0 0 0 1 
3394309160033;0.139215;0.00803771;100;0.99349 -0.0281987 -0.110377 0.0259229 0.0230995 0.998618 -0.0472074 -0.188039 0.111555 0.0443505 0.992768 0.105973 0 0 0 1 
3394309160034;0.389775;0.00851573;100;0.927668 0.372225 -0.0296678 -0.252394 -0.370049 0.927053 0.060313 0.372811 0.0499536 -0.0449719 0.997739 -0.543714 0 0 0 1 
3394309160035;0.19696;0.00805469;100;0.976808 0.174609 -0.12393 0.0856845 -0.188676 0.975558 -0.112637 0.454821 0.101234 0.133408 0.985877 -0.0727872 0 0 0 1 
3394309160036;0.370886;0.00655581;100;0.937643 -0.344827 -0.0438129 -0.30139 0.345858 0.912905 0.216764 -0.450922 -0.0347493 -0.218401 0.97524 0.342053 0 0 0 1 
3394309160037;0.384635;0.00632845;100;0.912351 -0.249345 0.32472 -0.234979 0.185778 0.958924 0.214364 -0.779789 -0.364832 -0.13525 0.921198 0.0726806 0 0 0 1 
3394309160038;0.368064;0.00986413;100;0.948202 0.317351 -0.0141683 -0.60392 -0.317256 0.943765 -0.0930422 0.654387 -0.0161555 0.0927178 0.995561 -0.0137518 0 0 0 1 
3394309160039;0.0746977;0.00739634;100;0.999527 0.00629907 0.0300874 -0.106813 -0.00649639 0.999958 0.00646472 -0.0224117 -0.0300454 -0.00665712 0.999526 -0.111259 0 0 0 1 
3394309160040;0.279481;0.0110972;100;0.929294 -0.329659 0.166543 0.0849812 0.311476 0.941827 0.126271 -0.562066 -0.198481 -0.0654682 0.977916 0.378652 0 0 0 1 
