#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/box_met_local.txt /home/point_clouds_registration_benchmark//planetary/box_met -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
7680147070000;1.79635;5.45847;100;0.864349 0.268824 0.42501 -12.3467 -0.202649 0.959666 -0.19487 -5.27719 -0.460254 0.0823077 0.883964 -32.8052 0 0 0 1 
7680147070001;0.811107;5.37317;100;0.961645 0.267255 0.0617495 -9.89952 -0.246501 0.940761 -0.232821 -6.9242 -0.120314 0.20867 0.970557 -12.8625 0 0 0 1 
7680147070002;1.49386;5.35409;100;0.951689 0.0797508 -0.296525 -7.96297 -0.152858 0.960571 -0.232247 -2.23457 0.266312 0.266353 0.926355 7.82506 0 0 0 1 
7680147070003;0.946768;5.44045;100;0.971479 0.23538 -0.028707 -9.55828 -0.236525 0.953297 -0.187832 -7.38392 -0.0168455 0.189265 0.981782 -4.71632 0 0 0 1 
7680147070004;1.43077;5.77511;100;0.999426 -0.0245284 -0.0233741 -2.97012 0.0211736 0.990714 -0.1343 6.04316 0.0264512 0.133728 0.990665 -2.24356 0 0 0 1 
7680147070005;0.312811;5.59672;100;0.963975 0.261229 0.05012 -9.96099 -0.262054 0.964996 0.0105363 -7.3156 -0.0456132 -0.0232909 0.998688 -4.03811 0 0 0 1 
7680147070006;1.56238;5.52307;100;0.994019 0.10776 -0.0177309 -4.88198 -0.107403 0.994015 0.0199937 0.32228 0.0197793 -0.0179698 0.999643 -1.9741 0 0 0 1 
7680147070007;1.77223;5.86999;100;0.931364 0.276619 0.236735 -10.8128 -0.324113 0.926128 0.19297 -9.03231 -0.165867 -0.256454 0.952218 -9.44118 0 0 0 1 
7680147070008;0.368314;5.69853;100;0.949602 0.303754 0.0773954 -11.4058 -0.304312 0.95256 -0.00477137 -9.50832 -0.0751731 -0.0190215 0.996989 -5.68541 0 0 0 1 
7680147070009;2.02654;5.49252;100;0.996739 0.0793057 0.0149004 -5.41557 -0.0778791 0.993775 -0.0796606 1.97947 -0.0211252 0.0782404 0.996711 -7.10236 0 0 0 1 
7680147070010;1.67484;5.60514;100;0.987115 0.0899634 -0.132328 -5.84441 -0.0908656 0.995863 -0.000783431 1.8333 0.13171 0.0127974 0.991206 8.08481 0 0 0 1 
7680147070011;1.58383;5.54502;100;0.970029 0.0642356 0.234345 -5.28193 0.0219755 0.937282 -0.347878 6.22315 -0.241994 0.342602 0.907779 -20.368 0 0 0 1 
7680147070012;1.55669;5.25688;100;0.993309 0.0915053 0.0704581 -5.83689 -0.0750157 0.975079 -0.208793 2.17935 -0.0878078 0.20211 0.975418 -8.52012 0 0 0 1 
7680147070013;1.90796;6.05774;100;0.988263 0.150647 0.0253205 -6.53706 -0.152702 0.969633 0.191034 0.0728054 0.00422711 -0.192658 0.981257 -0.80019 0 0 0 1 
7680147070014;1.7784;5.43503;100;0.967888 0.247289 -0.0451872 -9.44803 -0.250283 0.964754 -0.0812881 -6.60288 0.0234929 0.0899874 0.995666 -4.12999 0 0 0 1 
7680147070015;0.363704;5.52006;100;0.998742 0.0121562 -0.0486432 -4.2632 0.00671674 0.928981 0.370066 11.1384 0.0496872 -0.369927 0.927731 7.54097 0 0 0 1 
7680147070016;0.265959;5.30247;100;0.979115 0.202439 0.0187796 -8.26036 -0.203095 0.978139 0.0446938 -4.20755 -0.0093213 -0.0475744 0.998824 -1.54911 0 0 0 1 
7680147070017;0.994504;5.6226;100;0.998232 -0.0591486 0.00588964 -2.85787 0.0590756 0.998183 0.0118871 10.7013 -0.00658204 -0.0115181 0.999912 -2.98183 0 0 0 1 
7680147070018;1.14391;5.65913;100;0.892302 0.25134 -0.375001 -17.9555 -0.240352 0.967655 0.0766478 -5.1101 0.382136 0.0217394 0.92385 20.2964 0 0 0 1 
7680147070019;1.59901;5.1307;100;0.987397 0.158163 0.00563217 -5.25617 -0.158166 0.987412 0.000171075 -0.731444 -0.00553422 -0.00105974 0.999984 -1.48614 0 0 0 1 
7680147070020;1.99055;5.56221;100;0.960452 0.156129 0.230553 -9.33393 -0.177928 0.981037 0.0768681 -1.73497 -0.21418 -0.11485 0.970019 -10.9344 0 0 0 1 
7680147070021;1.30849;5.62422;100;0.970559 -0.0178739 -0.240198 -6.16033 0.0664167 0.97844 0.195559 13.6982 0.231524 -0.205755 0.950822 14.0674 0 0 0 1 
7680147070022;0.490232;5.59225;100;0.998112 0.0131389 0.0599905 -3.36902 -0.0157797 0.998917 0.0437614 6.59254 -0.0593505 -0.0446255 0.997239 -3.79193 0 0 0 1 
7680147070023;1.93092;5.07009;100;0.971239 0.236012 0.0315066 -8.54215 -0.228893 0.961902 -0.149505 -4.52175 -0.0655913 0.137993 0.988259 -7.01929 0 0 0 1 
7680147070024;2.01577;5.99933;100;0.951926 0.277987 -0.128684 -10.8111 -0.24635 0.944398 0.217772 -6.01524 0.182067 -0.175601 0.967479 10.7515 0 0 0 1 
7680147070025;1.53658;5.62736;100;0.957255 0.00729371 -0.289152 -6.99933 -0.0430331 0.992147 -0.117437 3.10492 0.286025 0.124861 0.950052 10.7708 0 0 0 1 
7680147070026;1.23157;5.58401;100;0.94953 0.310541 0.0442309 -11.1624 -0.312989 0.947308 0.0681565 -8.94236 -0.0207349 -0.0785604 0.996694 0.0378532 0 0 0 1 
7680147070027;1.05263;5.69526;100;0.925194 0.140777 0.352418 -9.27608 -0.191169 0.975105 0.112357 -2.54638 -0.327828 -0.171323 0.929073 -18.2767 0 0 0 1 
7680147070028;0.137424;5.56957;100;0.99121 0.131531 0.0141926 -5.97033 -0.131684 0.991237 0.0104559 -0.251015 -0.012693 -0.012233 0.999845 -2.0069 0 0 0 1 
7680147070029;1.81513;4.96619;100;0.992233 0.103256 -0.0693671 -6.44133 -0.104791 0.994315 -0.0188714 2.86779 0.0670242 0.0259939 0.997413 2.52049 0 0 0 1 
7680147070031;0.429088;2.65596;100;0.973804 -0.0790059 -0.213223 -4.8117 0.0780437 0.996866 -0.0129396 3.13182 0.213577 -0.00404006 0.976918 0.824568 0 0 0 1 
7680147070032;0.91489;2.6283;100;0.99343 -0.0481552 0.103813 -2.7741 0.0386714 0.995053 0.091507 4.37228 -0.107706 -0.0868913 0.990378 -0.363625 0 0 0 1 
7680147070033;0.415478;2.3716;100;0.969681 -0.0457101 0.240061 -2.8474 0.115625 0.951252 -0.28592 2.76321 -0.215289 0.305008 0.927697 -10.2455 0 0 0 1 
7680147070034;0.600344;2.80025;100;0.985015 -0.0859705 -0.149511 -4.44691 0.0578011 0.981325 -0.183465 2.49551 0.162492 0.172074 0.97159 -2.4691 0 0 0 1 
7680147070035;0.44843;2.48798;100;0.996247 -0.0457871 0.0734576 -3.62197 0.0300749 0.97887 0.202261 3.46553 -0.0811664 -0.199292 0.976573 2.13281 0 0 0 1 
7680147070036;0.879785;2.43258;100;0.999295 -0.0375352 -8.76168e-05 -5.68046 0.0374997 0.998447 -0.0412053 3.0053 0.00163413 0.041173 0.999151 -1.97817 0 0 0 1 
7680147070037;0.82527;2.5423;100;0.999479 -0.0110943 0.0302939 -4.47298 0.0105409 0.999776 0.0183658 2.70718 -0.0304909 -0.0180369 0.999372 1.05875 0 0 0 1 
7680147070038;0.802274;2.35351;100;0.976351 -0.0779285 0.201657 -2.75778 0.0159575 0.956207 0.292257 5.63655 -0.215601 -0.282128 0.934837 3.57787 0 0 0 1 
7680147070039;1.33952;2.55707;100;0.99943 0.029026 0.0172461 -7.72067 -0.02929 0.999455 0.0152576 2.27466 -0.0167938 -0.0157541 0.999735 0.39494 0 0 0 1 
7680147070040;0.158831;2.58323;100;0.998847 -0.0477281 -0.0051238 -3.97102 0.0466688 0.990536 -0.129078 2.25879 0.0112359 0.12869 0.991621 -3.44974 0 0 0 1 
7680147070041;1.36617;2.43746;100;0.997204 -0.0548863 0.0507134 -3.56917 0.0534189 0.998126 0.0298522 3.11344 -0.0522569 -0.0270597 0.998267 -3.58312 0 0 0 1 
7680147070042;0.46675;2.61011;100;0.995913 0.0104539 0.0897067 -4.74384 0.00900486 0.976835 -0.213805 1.79135 -0.0898637 0.213739 0.972749 -7.04261 0 0 0 1 
7680147070043;1.14629;2.52212;100;0.961692 0.0190452 0.273469 -2.30941 0.043665 0.974205 -0.221401 1.22227 -0.270631 0.22486 0.936054 -8.05686 0 0 0 1 
7680147070044;0.702038;2.536;100;0.998289 -0.0525564 -0.025634 -3.96234 0.0540897 0.996526 0.0633286 3.51073 0.0222166 -0.0646068 0.997663 2.27284 0 0 0 1 
7680147070045;0.887978;2.51819;100;0.998696 -0.0259894 0.0439451 -4.185 0.0266067 0.999555 -0.0135203 3.44498 -0.0435741 0.0146719 0.998942 -2.81996 0 0 0 1 
7680147070046;0.520495;2.45743;100;0.990244 -0.0646837 0.123423 -2.96899 0.0856332 0.981226 -0.172808 2.39667 -0.109928 0.181691 0.977192 -6.78466 0 0 0 1 
7680147070047;1.3778;2.62792;100;0.997175 0.0288124 -0.0693733 -8.1032 -0.00860633 0.961255 0.275525 4.9635 0.074624 -0.274149 0.958787 7.16735 0 0 0 1 
7680147070048;1.12108;2.83542;100;0.999367 -0.0342766 0.0095429 -2.75666 0.0347418 0.997946 -0.0538206 1.58215 -0.00767851 0.054118 0.998505 -1.46619 0 0 0 1 
7680147070049;0.932757;2.4917;100;0.996371 -0.0726059 -0.0444251 -4.05846 0.0648649 0.985618 -0.156043 3.40619 0.0551158 0.152595 0.986751 -2.15214 0 0 0 1 
7680147070050;1.2993;2.419;100;0.958464 -0.0910216 -0.270299 -6.82264 0.0530411 0.988061 -0.144643 2.27234 0.280237 0.124298 0.951849 -0.992858 0 0 0 1 
7680147070051;0.92457;2.5851;100;0.995695 -0.0721731 0.0581639 -2.70978 0.0548289 0.964525 0.258235 4.59623 -0.0747382 -0.253934 0.96433 2.21653 0 0 0 1 
7680147070052;0.840224;2.55533;100;0.961128 -0.0836089 -0.263139 -4.04147 0.122103 0.983499 0.133492 4.93822 0.247636 -0.160433 0.955478 6.22948 0 0 0 1 
7680147070053;0.82655;2.59351;100;0.998278 -0.0557962 0.0181021 -3.11595 0.0561653 0.99821 -0.0205626 2.79487 -0.0169224 0.0215439 0.999625 0.155912 0 0 0 1 
7680147070054;0.270576;2.52182;100;0.998004 0.0108077 0.0622151 -5.02126 -0.0132188 0.999172 0.0384741 2.18843 -0.0617478 -0.0392197 0.997321 -0.539134 0 0 0 1 
7680147070055;0.73698;2.41231;100;0.982398 -0.159396 -0.0973992 -1.65009 0.0996324 0.88817 -0.448583 3.15429 0.158009 0.430983 0.888418 -7.86005 0 0 0 1 
7680147070056;0.896614;2.4439;100;0.997519 -0.0687984 -0.0149034 -3.44027 0.0682396 0.997047 -0.0352219 2.69817 0.0172826 0.0341176 0.999268 -3.28919 0 0 0 1 
7680147070057;0.403726;2.62523;100;0.997546 -0.000843409 0.0700069 -5.473 0.00453169 0.998608 -0.0525426 2.42821 -0.0698651 0.0527309 0.996162 -2.59155 0 0 0 1 
7680147070058;0.771956;2.466;100;0.991896 0.0130418 0.126383 -4.78298 0.00970226 0.984038 -0.177692 1.80788 -0.126684 0.177478 0.975937 -7.48723 0 0 0 1 
7680147070059;0.054331;2.43906;100;0.998321 -0.0464256 0.0346462 -3.50704 0.0470916 0.998716 -0.0186613 2.50798 -0.0337353 0.0202615 0.999225 -1.63417 0 0 0 1 
7680147070060;0.252286;2.4071;100;0.999632 -0.0212835 0.0168463 -4.06202 0.0160806 0.964347 0.264153 4.52706 -0.0218677 -0.263785 0.964334 4.25878 0 0 0 1 
7680147070062;0.694613;4.92985;100;0.998396 0.0199304 0.0529902 4.93874 -0.0219545 0.999041 0.037894 -2.05614 -0.0521841 -0.0389966 0.997876 -0.37425 0 0 0 1 
