#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/gazebo_summer_local.txt /home/point_clouds_registration_benchmark//eth/gazebo_summer -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
36535719080000;0.0805842;0.0986454;100;0.998961 -0.0157548 0.0427654 -0.151366 0.0116179 0.995379 0.0953146 -0.061653 -0.0440695 -0.0947187 0.994528 0.0236209 0 0 0 1 
36535719080001;0.11249;0.10767;100;0.986494 0.00470961 0.163733 -0.375317 0.0059799 0.997885 -0.0647323 0.0232438 -0.163691 0.0648371 0.984379 0.211387 0 0 0 1 
36535719080002;0.259114;0.104665;100;0.988816 0.025142 0.147009 0.0654132 -0.0521986 0.981688 0.183207 -0.50542 -0.139711 -0.188832 0.97202 0.102555 0 0 0 1 
36535719080003;0.441289;0.102813;100;0.89011 -0.449204 0.0769404 0.93626 0.448172 0.893404 0.0311679 -1.09223 -0.0827396 0.00673974 0.996548 -0.026804 0 0 0 1 
36535719080004;0.424931;0.969011;100;0.943682 -0.0997001 0.315475 -2.49274 0.123144 0.990851 -0.0552209 -0.920083 -0.307083 0.0909598 0.947326 -0.0195145 0 0 0 1 
36535719080005;0.508351;0.100328;100;0.983485 -0.121301 0.134323 0.418501 0.163196 0.91524 -0.368377 0.866906 -0.078253 0.384215 0.919921 -0.38696 0 0 0 1 
36535719080006;0.482532;0.0971443;100;0.939051 0.312902 -0.142393 -0.240753 -0.328085 0.939411 -0.0993352 1.00472 0.102683 0.139998 0.984813 -1.39154 0 0 0 1 
36535719080007;0.407429;0.111572;100;0.945248 -0.326187 0.0104237 0.0652637 0.318988 0.916697 -0.240653 -0.707167 0.0689425 0.230802 0.970555 -1.15704 0 0 0 1 
36535719080008;0.494873;0.558315;100;0.956827 -0.117661 0.265779 -1.30046 0.192246 0.942007 -0.275072 0.159312 -0.218 0.314291 0.923957 -0.507376 0 0 0 1 
36535719080009;0.260051;0.100325;100;0.985991 -0.0924344 0.138845 -0.284818 0.0860616 0.994972 0.0512346 -0.799688 -0.142883 -0.0385677 0.988988 -0.284076 0 0 0 1 
36535719080010;0.367096;0.106622;100;0.976712 -0.172285 0.12787 0.474056 0.177174 0.983787 -0.0278088 -0.103933 -0.121006 0.0498164 0.991401 0.759124 0 0 0 1 
36535719080011;0.379627;0.105578;100;0.96551 -0.216433 0.144731 0.0279851 0.207027 0.975273 0.0773481 0.445328 -0.157893 -0.0447172 0.986443 -0.226636 0 0 0 1 
36535719080012;0.1676;0.107717;100;0.998657 0.0321321 0.040643 -0.422549 -0.0327063 0.999373 0.0135423 0.21705 -0.0401824 -0.0148534 0.999082 -0.519566 0 0 0 1 
36535719080013;0.445602;0.110795;100;0.943239 -0.274135 0.187484 1.06632 0.263054 0.961279 0.0821269 -0.817189 -0.202738 -0.0281469 0.978828 0.422975 0 0 0 1 
36535719080014;0.45281;0.596083;100;0.996938 -0.00153178 0.0781832 -1.59711 -6.10846e-06 0.999807 0.0196663 -0.0137914 -0.0781982 -0.0196065 0.996745 0.118613 0 0 0 1 
36535719080015;0.366192;0.520561;100;0.994194 -0.0422061 0.098979 -1.42331 0.037717 0.998192 0.0467949 -0.00815254 -0.100775 -0.04279 0.993989 0.27971 0 0 0 1 
36535719080016;0.0775968;0.104743;100;0.990506 -0.000545866 0.137467 -0.345743 -0.00632453 0.998752 0.0495368 0.00274241 -0.137323 -0.0499359 0.989267 0.16994 0 0 0 1 
36535719080017;0.294515;0.0958494;100;0.955352 0.073121 0.286281 -0.375077 0.0102068 0.96015 -0.2793 0.217252 -0.295295 0.269752 0.916534 0.20817 0 0 0 1 
36535719080018;0.425335;0.501742;100;0.999165 -0.00327314 0.0407261 -1.06341 0.00640896 0.997002 -0.0771072 -0.269451 -0.0403516 0.0773038 0.996191 -0.525853 0 0 0 1 
36535719080019;0.389784;0.540025;100;0.997784 -0.0626844 -0.0222941 -0.928698 0.0614007 0.996639 -0.0542346 -0.2699 0.0256189 0.0527456 0.998279 -0.461421 0 0 0 1 
36535719080020;0.317608;0.0978638;100;0.982119 0.18308 -0.0438688 -0.310729 -0.179997 0.981438 0.0661783 0.95643 0.0551705 -0.0570987 0.996843 -0.0129012 0 0 0 1 
36535719080021;0.423824;0.111798;100;0.905105 -0.308394 0.292709 0.436238 0.386739 0.88319 -0.265346 -0.377942 -0.176687 0.353368 0.918647 0.0992988 0 0 0 1 
36535719080022;0.154215;0.100593;100;0.999172 0.0146728 0.0379467 -0.560073 -0.015367 0.999719 0.018069 -0.117533 -0.0376709 -0.0186371 0.999116 -0.32933 0 0 0 1 
36535719080023;0.35143;0.0982549;100;0.976603 0.00442474 -0.215004 -0.177429 0.0186422 0.994283 0.10514 0.267062 0.21424 -0.106688 0.970937 0.289922 0 0 0 1 
36535719080024;0.34005;0.100225;100;0.962561 -0.238912 -0.128053 0.22043 0.179882 0.916393 -0.357584 -0.247154 0.202778 0.321162 0.92506 -1.09111 0 0 0 1 
36535719080025;0.273677;0.109686;100;0.994278 0.0696717 -0.0809706 -0.321817 -0.0537876 0.981451 0.184011 0.482023 0.092289 -0.178603 0.979583 -0.00726496 0 0 0 1 
36535719080026;0.254446;0.11186;100;0.997611 -0.0273652 0.063433 0.284687 0.0268454 0.999599 0.0090315 0.538358 -0.0636547 -0.00730703 0.997945 -0.0532941 0 0 0 1 
36535719080027;0.274443;0.100881;100;0.963703 0.240187 0.116563 -0.727717 -0.24117 0.970465 -0.0058069 0.48034 -0.114515 -0.0225154 0.993166 0.0493637 0 0 0 1 
36535719080028;0.110223;0.103336;100;0.989311 -0.0270502 0.143292 -0.3785 0.035595 0.997716 -0.0574079 -0.189774 -0.141412 0.0618947 0.988014 0.0527287 0 0 0 1 
36535719080029;0.464721;0.113956;100;0.865692 -0.492966 0.0869599 0.656052 0.483595 0.868472 0.109051 -0.999323 -0.12928 -0.0523508 0.990225 -0.26197 0 0 0 1 
