#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/stairs_local.txt /home/point_clouds_registration_benchmark//eth/stairs -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
5494384560000;0.832403;0.0442015;100;0.992467 0.121605 -0.0148521 0.814283 -0.120796 0.991575 0.0467665 0.511345 0.020414 -0.0446201 0.998795 0.337658 0 0 0 1 
5494384560001;0.315086;0.0498207;100;0.904933 0.262733 -0.334765 1.62114 -0.221714 0.962537 0.156091 1.3149 0.363234 -0.0670298 0.929284 -2.42486 0 0 0 1 
5494384560002;0.630491;0.0320845;100;0.999437 -0.0193587 -0.0273941 0.710882 0.0194058 0.999811 0.00145623 -0.24095 0.0273607 -0.00198701 0.999624 0.0644598 0 0 0 1 
5494384560003;0.317466;0.0470868;100;0.968908 -0.0524448 -0.241799 0.936753 0.129321 0.940504 0.31421 -1.85486 0.210934 -0.33571 0.918044 -1.41738 0 0 0 1 
5494384560004;0.657978;0.0652587;100;0.998534 0.0527941 0.0119219 -0.148648 -0.0538867 0.990328 0.127851 0.590049 -0.00505683 -0.128306 0.991722 0.517673 0 0 0 1 
5494384560005;0.751618;0.0514685;100;0.994113 -0.0931501 -0.0553312 -0.404542 0.099871 0.985844 0.134673 -1.57984 0.0420031 -0.139407 0.989344 -0.437933 0 0 0 1 
5494384560006;0.696898;0.0521999;100;0.923213 0.329735 -0.197365 1.35832 -0.349344 0.934105 -0.0735292 2.41195 0.160114 0.136831 0.977569 -0.619991 0 0 0 1 
5494384560007;0.399045;0.0418137;100;0.925554 -0.376469 -0.0402537 0.831516 0.377439 0.925823 0.0197928 -3.0497 0.0298164 -0.0335126 0.998993 -0.21059 0 0 0 1 
5494384560008;0.231215;0.0498026;100;0.973196 -0.205366 -0.103512 0.415953 0.191978 0.973274 -0.126023 -1.10887 0.126626 0.102773 0.986612 -0.793736 0 0 0 1 
5494384560009;0.454804;0.0436793;100;0.989512 -0.0215489 -0.142831 0.687614 0.0303153 0.997769 0.0594866 -0.606586 0.141231 -0.0631927 0.987958 -0.674993 0 0 0 1 
5494384560010;0.83506;0.038727;100;0.999843 0.0163277 -0.00689444 -0.0207929 -0.0160784 0.999266 0.0347825 0.158025 0.00745729 -0.0346662 0.999371 0.835998 0 0 0 1 
5494384560011;0.300381;0.0428375;100;0.995997 0.074627 0.0492021 -0.196154 -0.0573857 0.955865 -0.288147 1.08527 -0.0685341 0.28417 0.956321 0.569402 0 0 0 1 
5494384560012;0.513405;0.0643807;100;0.939551 0.072544 -0.334637 1.18607 -0.132922 0.97793 -0.161201 1.328 0.315557 0.195937 0.928457 -1.72696 0 0 0 1 
5494384560013;0.592232;0.0467703;100;0.993329 -0.00214175 -0.115293 0.475154 -0.00113234 0.999598 -0.0283249 0.713106 0.115307 0.0282665 0.992928 -0.80599 0 0 0 1 
5494384560014;0.784839;0.0369255;100;0.94654 0.208668 0.246007 0.485297 -0.252225 0.95416 0.161126 1.30934 -0.201108 -0.214561 0.955782 2.00559 0 0 0 1 
5494384560015;1.02961;0.0267725;100;0.934609 0.341545 -0.0992609 0.346126 -0.355474 0.887569 -0.293016 4.04198 -0.0119772 0.30914 0.950941 0.911361 0 0 0 1 
