#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/p2at_met_local.txt /home/point_clouds_registration_benchmark//planetary/p2at_met -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 -n 100 
id;initial_error;final_error;transformation
27844314100000;0.368279;0.257295;100;0.996956 -0.0746176 0.022592 -4.74418 0.0705288 0.98669 0.146523 1.25361 -0.0332245 -0.144484 0.988949 -8.67718 0 0 0 1 
27844314100001;0.325629;0.0827551;100;0.986436 -0.0195936 -0.162971 -2.04817 0.049526 0.982107 0.181697 0.555156 0.156495 -0.187303 0.969756 -8.03264 0 0 0 1 
27844314100002;0.342132;0.102636;100;0.923688 0.0407673 0.380971 2.0345 -0.140267 0.961276 0.237221 -4.61763 -0.356547 -0.272555 0.893637 -24.2725 0 0 0 1 
27844314100003;0.135271;0.0636745;100;0.994027 -0.0612478 0.0903289 -3.57151 0.0438727 0.98211 0.183125 0.550921 -0.0999289 -0.178068 0.978931 -12.8638 0 0 0 1 
27844314100004;0.89077;0.333914;100;0.981883 -0.044559 -0.184173 -3.99211 0.0903972 0.964375 0.248614 -0.0031929 0.166534 -0.260758 0.950932 -12.7642 0 0 0 1 
27844314100005;0.300669;0.113647;100;0.930245 0.138237 -0.339905 5.50249 -0.0908921 0.984263 0.151543 -2.40878 0.355505 -0.110077 0.92817 1.60848 0 0 0 1 
27844314100006;0.461976;0.352148;100;0.995505 0.094579 0.00494641 6.25524 -0.0946756 0.995175 0.0257616 -2.18143 -0.00248604 -0.0261141 0.999656 -1.38448 0 0 0 1 
27844314100007;1.17629;0.685157;100;0.992158 0.118808 0.0388293 7.60981 -0.121496 0.989653 0.0763308 -3.39527 -0.0293588 -0.0804498 0.996326 -4.03998 0 0 0 1 
27844314100008;0.519074;0.242396;100;0.995883 0.0904286 0.00631352 5.56148 -0.0905739 0.995473 0.0287956 -2.47685 -0.003681 -0.0292489 0.999565 -1.16169 0 0 0 1 
27844314100009;0.482706;0.267706;100;0.988368 -0.0934462 0.119985 -5.93492 0.0981435 0.994597 -0.0338425 1.81788 -0.116174 0.0452246 0.992199 -0.14795 0 0 0 1 
27844314100010;0.848926;0.0595463;100;0.995055 0.096125 -0.0249912 5.58842 -0.0906238 0.981682 0.167596 -2.5375 0.0406435 -0.164503 0.985539 -10.8399 0 0 0 1 
27844314100011;0.370547;0.122548;100;0.976346 0.084434 -0.199047 3.9561 -0.0961133 0.994127 -0.049746 -2.93065 0.193678 0.0677004 0.978727 8.94751 0 0 0 1 
27844314100012;1.02719;0.271885;100;0.984124 0.113978 -0.136048 6.12374 -0.120302 0.991964 -0.0391795 -3.20545 0.130489 0.0549243 0.989927 8.52317 0 0 0 1 
