#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/plain_local.txt /home/point_clouds_registration_benchmark//eth/plain -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 10 -i 100 
id;initial_error;final_error;transformation
4215528470000;0.567788;0.283566;15;0.964791 -0.0371762 0.260377 0.516325 0.0205644 0.997592 0.0662358 -0.0771697 -0.262213 -0.0585492 0.963232 1.95599 0 0 0 1 
4215528470001;0.547226;0.0450185;18;0.992058 0.0986574 -0.0780289 -0.621585 -0.0593669 0.914142 0.401024 0.838276 0.110893 -0.393207 0.912738 1.05944 0 0 0 1 
4215528470002;0.032832;0.0278112;11;0.999969 0.00596758 0.0052307 -0.0445244 -0.00598499 0.999977 0.00331819 -0.01247 -0.00521078 -0.00334939 0.999981 0.0314938 0 0 0 1 
4215528470003;0.731607;0.0645222;24;0.99542 -0.0409216 0.0864011 -0.0792998 0.0390596 0.998969 0.0231332 -0.83527 -0.0872586 -0.0196524 0.995992 0.423608 0 0 0 1 
4215528470004;0.518474;0.243984;15;0.965287 0.0447038 -0.257336 -0.109315 0.0130952 0.975722 0.218621 -0.034907 0.260862 -0.214402 0.941267 -0.254678 0 0 0 1 
4215528470005;0.0948906;0.0167435;15;0.999414 0.0264399 0.0217409 -0.105218 -0.0243446 0.995502 -0.0915626 0.250804 -0.024064 0.0909797 0.995562 -0.300845 0 0 0 1 
4215528470006;0.93827;0.0380323;33;0.997829 0.0567367 -0.033441 -0.991176 -0.0647056 0.939171 -0.337299 0.562407 0.0122695 0.338731 0.940803 -1.30654 0 0 0 1 
4215528470007;0.649378;0.488026;15;0.994557 -0.00522185 -0.104063 -0.0703095 -0.0320819 0.934874 -0.353526 0.62485 0.099132 0.354941 0.929618 -2.00855 0 0 0 1 
4215528470008;0.524363;0.43106;15;0.96183 0.0349114 -0.27141 0.141192 -0.072206 0.989056 -0.128664 0.482317 0.263948 0.14335 0.953825 -2.36293 0 0 0 1 
4215528470009;0.400063;0.435698;15;0.968405 -0.0447888 0.245327 0.110113 0.0576366 0.997303 -0.0454396 -0.443506 -0.24263 0.0581437 0.968375 1.302 0 0 0 1 
4215528470010;0.581956;0.307856;15;0.991525 -0.0982578 -0.084997 0.528325 0.0718123 0.959697 -0.271706 -0.313767 0.108269 0.263299 0.95862 -2.07548 0 0 0 1 
4215528470011;0.358216;0.13161;16;0.982096 -0.122433 0.143167 0.5601 0.151149 0.965734 -0.210977 -0.811136 -0.11243 0.22884 0.96695 -0.146594 0 0 0 1 
4215528470012;0.581653;0.334082;15;0.983788 0.123317 -0.130209 -0.394587 -0.0817349 0.954584 0.28651 0.612605 0.159627 -0.271223 0.949188 -0.128029 0 0 0 1 
4215528470013;0.612837;0.0290707;15;0.982194 -0.0609783 0.177697 0.153677 0.0594434 0.998134 0.013954 -0.322404 -0.178216 -0.0031427 0.983986 0.54188 0 0 0 1 
4215528470014;0.871128;0.615466;14;0.99798 -0.0479935 0.0416298 0.131896 0.0486975 0.998684 -0.016063 -0.455526 -0.0408041 0.0180578 0.999004 0.717354 0 0 0 1 
4215528470015;0.0605696;0.0380662;13;0.999908 -0.000239864 0.0135751 0.0110701 0.000450407 0.99988 -0.0155086 -0.0474616 -0.0135697 0.0155132 0.999788 -0.00876743 0 0 0 1 
4215528470016;0.462589;0.166366;15;0.973177 0.0092055 0.229872 -0.109492 0.0395648 0.977615 -0.206649 -0.226144 -0.226629 0.210201 0.951028 0.769533 0 0 0 1 
4215528470017;0.763704;0.309444;15;0.991383 0.0715088 0.109758 -0.430966 -0.111547 0.900134 0.42109 0.939919 -0.0686851 -0.429705 0.900353 3.03658 0 0 0 1 
