#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/long_office_household_local.txt /home/point_clouds_registration_benchmark//tum/long_office_household -s 0.1 -t 0.1 -p 0.3 -r 1000 -m 10 -n 10 -i 100 
id;initial_error;final_error;transformation
26456013410000;0.652746;0.499142;23;0.805912 0.516962 -0.288542 0.538677 -0.531216 0.846591 0.0330673 -0.173721 0.261372 0.126629 0.956896 -0.330954 0 0 0 1 
26456013410001;1.0574;0.505877;22;0.967582 0.242931 -0.0690644 0.246103 -0.235351 0.966502 0.102385 0.151033 0.0916234 -0.0828117 0.992344 1.05943 0 0 0 1 
26456013410002;0.577722;0.505714;22;0.953127 0.286075 -0.0985446 0.417189 -0.263114 0.944456 0.19691 0.12559 0.149402 -0.161752 0.975456 0.647686 0 0 0 1 
26456013410003;1.10585;0.572123;19;0.965162 -0.221714 -0.138946 0.535997 0.246913 0.947483 0.203248 0.175852 0.0865859 -0.230475 0.969218 -0.729996 0 0 0 1 
26456013410004;0.510854;0.603886;21;0.934843 0.325152 0.142637 0.319125 -0.355058 0.854079 0.38011 -0.366523 0.00177072 -0.405987 0.913877 -0.149592 0 0 0 1 
26456013410005;0.315858;0.438036;19;0.994306 0.0832886 -0.066467 0.337644 -0.0830926 0.996525 0.00571298 0.309543 0.0667119 -0.000157537 0.997772 -0.158024 0 0 0 1 
26456013410006;0.127418;0.533959;21;0.949803 0.289715 -0.118064 0.473619 -0.268573 0.948634 0.167219 -0.144812 0.160445 -0.127116 0.978825 0.231574 0 0 0 1 
26456013410007;0.936325;0.545649;16;0.971501 -0.191142 -0.140179 0.110949 0.184436 0.981043 -0.0594846 0.416753 0.148892 0.0319353 0.988338 0.703022 0 0 0 1 
26456013410008;0.859142;0.470619;21;0.989 0.105652 -0.10352 0.414441 -0.0992425 0.992922 0.065237 0.132196 0.10968 -0.0542458 0.992486 0.877944 0 0 0 1 
26456013410009;0.404949;0.52521;20;0.929023 0.272071 -0.250786 0.199295 -0.248982 0.961015 0.120238 -0.0991352 0.273723 -0.0492631 0.960546 0.45123 0 0 0 1 
26456013410010;0.333714;0.516776;20;0.954819 0.199611 -0.220174 0.353327 -0.204191 0.978929 0.00199814 -0.0663609 0.215934 0.0430496 0.975459 -0.0955691 0 0 0 1 
26456013410011;0.463956;0.506603;18;0.990108 0.100771 -0.0976273 0.469349 -0.0889587 0.988949 0.1186 0.095162 0.1085 -0.108742 0.988131 -0.264978 0 0 0 1 
26456013410012;1.06761;0.35697;20;0.942364 0.0778603 -0.325405 0.858893 -0.162766 0.956393 -0.242526 0.687865 0.292332 0.281513 0.913943 0.899027 0 0 0 1 
26456013410013;0.408963;0.324545;19;0.863954 0.49984 -0.0611929 0.294986 -0.4962 0.865714 0.0657643 -0.162595 0.0858472 -0.0264534 0.995957 0.109111 0 0 0 1 
26456013410014;0.281798;0.593883;22;0.937422 0.305587 -0.166906 0.403208 -0.250718 0.925016 0.285458 -0.288098 0.241623 -0.225748 0.943746 0.125017 0 0 0 1 
26456013410015;0.444148;0.54295;19;0.964032 0.109322 -0.242261 0.296626 -0.0902939 0.99199 0.0883349 0.0444026 0.249977 -0.063283 0.966181 0.49577 0 0 0 1 
26456013410016;0.631913;0.56199;21;0.852291 0.510247 0.115102 0.114995 -0.523064 0.832289 0.183573 -0.0726795 -0.00212999 -0.216663 0.976244 0.641375 0 0 0 1 
26456013410017;0.712942;0.493435;22;0.969676 0.235425 -0.0656029 0.581555 -0.230997 0.970537 0.0685436 0.54986 0.0798069 -0.051311 0.995489 0.360783 0 0 0 1 
