#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/gazebo_winter_local.txt /home/point_clouds_registration_benchmark//eth/gazebo_winter -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 10 -i 100 
id;initial_error;final_error;transformation
38591597440000;0.538033;0.0351116;23;0.993294 -0.10213 -0.0541968 -0.406627 0.10392 0.994093 0.0312986 -0.437816 0.0506802 -0.0367209 0.99804 0.538086 0 0 0 1 
38591597440001;0.518725;0.0291822;41;0.950834 0.250361 0.182301 0.0385701 -0.266699 0.961158 0.071037 1.08561 -0.157436 -0.116164 0.980673 -0.0549775 0 0 0 1 
38591597440002;0.466312;0.0229153;27;0.984039 -0.132214 0.119109 0.0756977 0.136873 0.990079 -0.0317834 -0.310021 -0.113725 0.0475788 0.992372 -0.209266 0 0 0 1 
38591597440003;0.369171;0.0353986;34;0.979756 0.200196 0.0001691 -0.198801 -0.200196 0.979756 0.000631971 0.776386 -3.91587e-05 -0.000653031 1 0.388045 0 0 0 1 
38591597440004;0.566929;0.0302697;55;0.877083 0.414321 -0.24303 1.06128 -0.397522 0.910111 0.116935 1.64309 0.269633 -0.00595175 0.962945 -1.6711 0 0 0 1 
38591597440005;0.214626;0.0266103;21;0.994802 -0.0823841 -0.0598553 0.000967581 0.0819703 0.996591 -0.00934087 -0.290592 0.0604208 0.00438596 0.998163 -0.59748 0 0 0 1 
38591597440006;0.296525;0.0327778;34;0.96058 -0.217862 -0.17269 0.168533 0.239272 0.96417 0.114566 -0.991512 0.141543 -0.15137 0.978291 -0.363144 0 0 0 1 
38591597440007;0.55939;0.0318034;26;0.989786 0.142553 -0.00165306 0.0654756 -0.142112 0.987511 0.0680139 0.188863 0.011328 -0.0670843 0.997683 -0.869254 0 0 0 1 
38591597440008;0.573696;0.0260675;32;0.90923 0.00859562 0.416205 0.32425 -0.111979 0.967987 0.224636 0.477691 -0.40095 -0.250852 0.881086 2.45356 0 0 0 1 
38591597440009;0.226381;0.029056;19;0.999376 -0.0295818 0.0193139 0.053561 0.0288503 0.998894 0.0371142 0.0969528 -0.0203905 -0.0365338 0.999124 -0.247423 0 0 0 1 
38591597440010;0.405479;0.0294324;31;0.934806 -0.110152 0.337645 0.0940638 0.223755 0.920948 -0.319044 -0.764969 -0.27581 0.373794 0.885555 1.66271 0 0 0 1 
38591597440011;0.432428;0.0162918;45;0.932545 -0.345029 -0.106375 0.411289 0.360989 0.885367 0.292937 -1.77609 -0.00689087 -0.311577 0.950196 -0.271463 0 0 0 1 
38591597440012;0.493861;0.0316899;20;0.996292 -0.00247608 -0.0860004 0.346182 -0.00217615 0.998541 -0.0539596 -0.250528 0.0860085 0.0539467 0.994833 0.330916 0 0 0 1 
38591597440013;0.489902;0.0244712;52;0.894798 0.406571 0.184489 0.260723 -0.411506 0.911322 -0.0124754 1.47123 -0.173201 -0.0647554 0.982755 0.359433 0 0 0 1 
38591597440014;0.265078;0.0281822;24;0.950709 -0.0586715 0.304483 -0.0508713 0.0910926 0.991455 -0.0933794 -0.276476 -0.296402 0.116513 0.947929 1.43838 0 0 0 1 
38591597440015;0.50504;0.0300672;46;0.941639 -0.328895 0.0717206 0.401622 0.302639 0.920426 0.247439 -1.68508 -0.147395 -0.211293 0.966245 0.161996 0 0 0 1 
38591597440016;0.306367;0.0307162;28;0.960686 0.118558 -0.251051 0.290375 -0.0708207 0.978971 0.19131 0.0138335 0.268453 -0.166009 0.94888 -1.35708 0 0 0 1 
38591597440017;0.306001;0.0319594;27;0.991885 -0.126653 0.0111302 -0.211973 0.127124 0.989398 -0.0702201 -0.887917 -0.00211856 0.0710652 0.997469 0.101384 0 0 0 1 
