#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/gazebo_summer_local.txt /home/point_clouds_registration_benchmark//eth/gazebo_summer -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 10 -i 100 
id;initial_error;final_error;transformation
36535719080000;0.0805842;0.0856436;16;0.999001 -0.015579 0.0418921 -0.110367 0.0113975 0.995095 0.098262 -0.0858827 -0.0432175 -0.0976864 0.994278 0.0486526 0 0 0 1 
36535719080001;0.11249;0.0954514;15;0.986389 0.00370959 0.164388 -0.328278 0.00749401 0.997692 -0.0674807 0.0389656 -0.164259 0.0677941 0.984085 0.224708 0 0 0 1 
36535719080002;0.259114;0.096946;19;0.989119 0.0285349 0.144324 0.0701155 -0.0551488 0.981392 0.183925 -0.475842 -0.13639 -0.189883 0.972287 0.113645 0 0 0 1 
36535719080003;0.441289;0.58773;16;0.97431 -0.121712 0.189487 -0.88998 0.134294 0.989414 -0.0549933 -0.322819 -0.180788 0.0790275 0.980342 -0.0887374 0 0 0 1 
36535719080004;0.424931;0.592211;17;0.947056 -0.0989383 0.305445 -1.18425 0.12032 0.991376 -0.0519383 0.0178127 -0.297672 0.0859394 0.950792 -0.105357 0 0 0 1 
36535719080005;0.508351;0.101543;20;0.984634 -0.117439 0.129241 0.387696 0.157697 0.915879 -0.369184 0.831319 -0.0750121 0.383892 0.920326 -0.368309 0 0 0 1 
36535719080006;0.482532;0.380784;17;0.988881 0.0522997 -0.139212 -0.87031 -0.0723379 0.987073 -0.14302 0.554373 0.129932 0.151499 0.97988 -1.44004 0 0 0 1 
36535719080007;0.407429;0.099687;29;0.945736 -0.324903 0.00464086 0.112269 0.316158 0.916795 -0.24399 -0.705214 0.0750183 0.232217 0.969767 -1.16593 0 0 0 1 
36535719080008;0.494873;0.474491;22;0.978023 -0.0330469 0.205864 -1.2364 0.0966216 0.946776 -0.307048 0.299423 -0.18476 0.320191 0.929162 -0.605098 0 0 0 1 
36535719080009;0.260051;0.0949077;18;0.985996 -0.0885241 0.141336 -0.254159 0.0822423 0.995373 0.0496963 -0.842241 -0.145082 -0.0373765 0.988713 -0.277292 0 0 0 1 
36535719080010;0.367096;0.105462;20;0.976055 -0.172323 0.132744 0.515152 0.177536 0.983704 -0.0284069 -0.162927 -0.125686 0.0512936 0.990743 0.752307 0 0 0 1 
36535719080011;0.379627;0.0967892;23;0.966917 -0.217372 0.133491 0.0313194 0.208457 0.974944 0.0776489 0.432725 -0.147025 -0.0472529 0.988003 -0.213384 0 0 0 1 
36535719080012;0.1676;0.101976;15;0.998901 0.0330234 0.0332653 -0.419268 -0.0335112 0.999337 0.0142148 0.199397 -0.0327738 -0.0153139 0.999345 -0.512657 0 0 0 1 
36535719080013;0.445602;0.10474;33;0.943862 -0.271899 0.187602 1.08484 0.260737 0.961896 0.0822942 -0.88584 -0.20283 -0.0287595 0.978792 0.437644 0 0 0 1 
36535719080014;0.45281;0.495973;18;0.998144 0.0559645 0.0240065 -1.32838 -0.0559084 0.998431 -0.00300026 0.18682 -0.0241367 0.00165253 0.999707 -0.0159444 0 0 0 1 
36535719080015;0.366192;0.464512;16;0.998055 -0.00945991 0.0616158 -1.27174 0.00709775 0.999236 0.0384436 0.0811575 -0.0619324 -0.0379315 0.997359 0.163115 0 0 0 1 
36535719080016;0.0775968;0.0962951;14;0.991228 0.000707186 0.13216 -0.311558 -0.00707926 0.998834 0.0477512 0.0040795 -0.131972 -0.0482679 0.990078 0.162686 0 0 0 1 
36535719080017;0.294515;0.0866605;21;0.956023 0.0765154 0.283135 -0.331223 0.00634429 0.959749 -0.280788 0.219292 -0.293223 0.270236 0.917057 0.202321 0 0 0 1 
36535719080018;0.425335;0.521543;18;0.997017 -0.044618 0.0629744 -1.01806 0.0483795 0.997054 -0.059526 -0.448062 -0.060133 0.0623951 0.996238 -0.46108 0 0 0 1 
36535719080019;0.389784;0.486905;16;0.998559 -0.0271732 -0.0462815 -0.810935 0.0237272 0.997017 -0.0734449 -0.133663 0.0481392 0.0722409 0.996225 -0.500278 0 0 0 1 
