#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/planetary_map_local.txt /home/point_clouds_registration_benchmark//planetary/p2at_met -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 20 -i 200 
id;initial_error;final_error;transformation
25528382210000;2.8561;1.0568;25;0.998458 -0.0554978 -0.00124098 -3.04039 0.0555116 0.99821 0.0222632 -1.21894 3.19632e-06 -0.0222978 0.999751 1.06183 0 0 0 1 
25528382210001;2.11331;1.18157;25;0.999379 -0.0318476 -0.0151106 -1.86968 0.0339901 0.984222 0.173642 -1.59453 0.0093421 -0.174047 0.984693 -9.50525 0 0 0 1 
25528382210002;1.70145;1.34931;25;0.97583 0.0416328 0.214529 2.8035 0.0157407 0.965744 -0.259018 -2.30479 -0.217964 0.256134 0.941747 14.2407 0 0 0 1 
25528382210003;1.37022;0.282206;24;0.999994 -0.000579305 0.00328602 -0.626732 0.00056125 0.999985 0.00549296 0.0613318 -0.00328915 -0.00549109 0.99998 0.83189 0 0 0 1 
25528382210004;1.75339;1.14761;25;0.966569 -0.0623321 0.248715 -2.71113 0.029819 0.990746 0.132413 -0.277488 -0.254667 -0.12057 0.959483 -5.57528 0 0 0 1 
25528382210005;0.735848;0.51395;25;0.994939 0.0335901 0.0947006 1.98421 -0.00237233 0.950059 -0.31206 -2.80048 -0.100453 0.310256 0.945331 16.5495 0 0 0 1 
25528382210006;1.57164;0.504341;26;0.996446 -0.0447139 -0.0713813 -2.58863 0.0438335 0.998943 -0.0138537 -0.418278 0.0719253 0.0106755 0.997353 -1.50294 0 0 0 1 
25528382210007;1.73822;1.05153;24;0.999921 -0.00795345 -0.00968422 0.295853 0.00749931 0.99891 -0.0460611 -0.748899 0.01004 0.0459849 0.998892 1.79062 0 0 0 1 
25528382210008;0.906109;0.915021;24;0.994597 0.0415833 0.0951171 2.62034 -0.0418723 0.999122 0.00104407 0.320057 -0.0949902 -0.0050212 0.995466 0.294689 0 0 0 1 
25528382210009;0.490985;0.169888;25;0.970852 0.0669503 -0.230139 3.24572 -0.0430297 0.993281 0.107435 0.431373 0.235786 -0.0944003 0.967209 -6.29273 0 0 0 1 
25528382210010;2.17163;1.05738;26;0.990508 -0.0591153 -0.124091 -2.87088 -0.000190207 0.902202 -0.431314 -5.06382 0.137453 0.427244 0.893627 18.2055 0 0 0 1 
25528382210011;2.42393;1.1029;25;0.9999 0.00967825 -0.0102826 0.0363577 -0.00813453 0.990005 0.140801 0.369414 0.0115425 -0.140703 0.989985 -8.68452 0 0 0 1 
25528382210012;1.04957;0.433711;24;0.996942 -0.0353174 -0.0697118 -1.71622 0.0315034 0.997985 -0.0550717 -1.16471 0.0715164 0.0527072 0.996046 2.76926 0 0 0 1 
25528382210013;1.47687;1.03186;24;0.999833 -0.0181516 0.00222962 -0.70371 0.0181317 0.999798 0.0086634 -0.00999748 -0.00238643 -0.00862152 0.99996 0.234114 0 0 0 1 
25528382210014;2.77484;2.05154;26;0.982193 0.00129977 0.187868 0.862877 -0.0678929 0.934853 0.348483 -2.69068 -0.175176 -0.355033 0.918295 -15.7179 0 0 0 1 
25528382210015;1.8346;1.84169;25;0.996936 0.0149291 0.0767794 0.946143 -0.00949599 0.997456 -0.0706475 -0.0250244 -0.0776388 0.069702 0.994542 4.67287 0 0 0 1 
25528382210016;0.567147;0.666594;26;0.992891 -0.0258 -0.116198 -1.42424 0.0453717 0.984556 0.169087 -1.54659 0.110041 -0.173157 0.978728 -9.8856 0 0 0 1 
25528382210017;2.04883;1.26866;27;0.950544 0.0120819 -0.310355 0.0570548 0.0569647 0.975511 0.212446 -1.78961 0.305321 -0.219618 0.926578 -11.8373 0 0 0 1 
25528382210018;2.95759;1.15611;24;0.99933 0.0355773 -0.00862202 0.804735 -0.0295474 0.922959 0.383763 -2.32053 0.021611 -0.383251 0.923391 -17.43 0 0 0 1 
25528382210019;2.21355;1.57909;24;0.994713 0.0449672 0.0923272 2.84489 -0.0438347 0.998937 -0.0142589 0.533042 -0.0928702 0.0101364 0.995627 0.286277 0 0 0 1 
25528382210020;0.308749;0.621159;26;0.97851 -0.0786071 0.19063 -3.88402 0.121018 0.967448 -0.222257 -3.26655 -0.166954 0.24055 0.95617 12.9586 0 0 0 1 
25528382210021;1.80312;1.09884;24;0.999006 0.0442927 -0.00491778 2.57909 -0.0439729 0.997642 0.0526868 0.0692508 0.00723983 -0.0524182 0.998599 -1.81608 0 0 0 1 
25528382210022;2.94324;2.16888;25;0.873313 -0.0394194 -0.485563 -2.25304 0.00494249 0.997387 -0.0720813 0.297114 0.487135 0.0605496 0.871225 0.148177 0 0 0 1 
25528382210023;1.21687;0.574119;25;0.889776 -0.0207659 -0.455924 -1.33546 -0.0187772 0.996453 -0.0820307 0.0079445 0.45601 0.0815499 0.88623 0.263792 0 0 0 1 
25528382210024;1.44022;1.48007;24;0.998159 -0.0429565 0.0428219 -2.18853 0.0442941 0.998544 -0.0307921 -0.896025 -0.0414368 0.0326322 0.998608 1.43854 0 0 0 1 
25528382210025;2.35204;1.82236;23;0.999971 -0.000569119 -0.00764611 0.627649 0.000662992 0.999924 0.0122803 -0.260133 0.00763854 -0.012285 0.999895 -0.796712 0 0 0 1 
25528382210026;1.69358;0.321133;24;0.997324 0.0210441 0.0700152 0.88261 -0.0219191 0.999691 0.0117528 0.601251 -0.0697462 -0.013256 0.997477 -1.72168 0 0 0 1 
25528382210027;2.42888;1.21029;26;0.997021 -0.0393629 0.0663297 -2.5278 0.0403812 0.999085 -0.0140811 -0.607756 -0.0657147 0.0167176 0.997698 2.89402 0 0 0 1 
25528382210028;0.814222;0.291568;25;0.968459 0.0447466 -0.245124 2.48053 -0.065125 0.995004 -0.075667 0.439765 0.240514 0.0892441 0.966534 2.04497 0 0 0 1 
25528382210029;0.390701;0.69912;26;0.97276 -0.0833734 -0.216301 -4.61082 0.018486 0.958012 -0.28613 -3.06295 0.231075 0.274338 0.933458 11.8097 0 0 0 1 
25528382210031;1.54457;0.820256;24;0.998889 0.0444154 -0.0157607 1.07433 -0.0435757 0.997792 0.0501271 0.0162747 0.0179523 -0.0493846 0.998618 -3.15873 0 0 0 1 
25528382210032;0.49374;0.294109;25;0.999262 0.0384111 0.000352961 0.847367 -0.0381739 0.991985 0.12045 -0.0442837 0.00427648 -0.120374 0.992719 -3.70443 0 0 0 1 
25528382210033;0.496545;0.519351;24;0.99781 0.0284495 0.0597175 0.674507 -0.0292369 0.999496 0.0123529 0.103671 -0.0593359 -0.0140718 0.998139 -0.418616 0 0 0 1 
25528382210034;1.67751;1.45571;25;0.99956 0.00254999 -0.0295408 -0.0052725 -0.00562654 0.994505 -0.104536 -0.169001 0.0291119 0.104657 0.994082 1.88293 0 0 0 1 
25528382210035;1.14274;0.656243;25;0.996555 0.034995 -0.0751913 0.898258 -0.0313527 0.998302 0.0490866 0.0916125 0.0767815 -0.04656 0.99596 -3.30534 0 0 0 1 
25528382210036;0.657758;0.364687;25;0.998096 0.0293919 0.0542241 0.67979 -0.0356988 0.992219 0.119276 0.217758 -0.0502964 -0.120985 0.991379 -2.74076 0 0 0 1 
25528382210037;0.42747;0.466906;25;0.942813 0.0461736 -0.330109 1.38991 -0.025233 0.997404 0.0674434 -0.0688355 0.332366 -0.0552569 0.94153 -5.01057 0 0 0 1 
25528382210038;2.16463;1.35407;24;0.994682 -0.0329422 -0.0975864 -1.04945 0.029818 0.999 -0.0333025 -0.584391 0.098586 0.0302156 0.99467 1.66565 0 0 0 1 
25528382210039;1.45509;1.19993;24;0.999831 0.000627635 0.0183909 0.0442404 -0.00181218 0.997918 0.0644635 0.0251561 -0.0183122 -0.064486 0.997751 -1.04914 0 0 0 1 
25528382210040;1.05221;1.09674;25;0.995273 -0.0317225 -0.0917916 -0.860355 0.027296 0.998422 -0.0490833 -0.335878 0.0932038 0.0463457 0.994568 0.350828 0 0 0 1 
25528382210041;1.71424;1.03657;25;0.909577 -0.0314655 0.414342 0.631153 0.00273885 0.997561 0.0697431 0.0554423 -0.415526 -0.0623019 0.907445 3.28236 0 0 0 1 
25528382210042;0.574012;0.327762;25;0.989405 0.01041 0.144806 0.299245 0.0384603 0.942995 -0.330576 -2.3184 -0.139993 0.332643 0.932604 11.6867 0 0 0 1 
25528382210043;0.513876;0.207533;25;0.999926 -0.0114001 0.00422144 0.0134502 0.0102731 0.978084 0.207958 -0.525073 -0.00649967 -0.207899 0.978129 -6.77541 0 0 0 1 
25528382210044;0.355334;0.470981;26;0.913256 0.00831785 0.4073 1.04167 -0.061186 0.991251 0.116949 0.149911 -0.402764 -0.131726 0.905776 -0.76581 0 0 0 1 
25528382210045;1.15928;0.99544;24;0.999152 0.0159209 -0.0379624 0.250084 -0.0177335 0.998695 -0.0478963 0.0664273 0.0371503 0.0485289 0.998131 0.860371 0 0 0 1 
25528382210046;2.5411;0.821835;26;0.995151 0.0208177 0.0961346 0.575248 -0.0573573 0.916797 0.395212 -2.65077 -0.0799086 -0.398809 0.913546 -13.8192 0 0 0 1 
25528382210047;2.63214;2.30501;24;0.962742 -0.0723616 -0.26056 -2.44561 -0.0220846 0.939276 -0.342452 -2.1433 0.269518 0.335447 0.902682 8.77466 0 0 0 1 
25528382210048;0.0550198;0.208415;23;0.999406 0.0269087 -0.0215331 0.595439 -0.0272585 0.999498 -0.0161182 0.198764 0.0210885 0.0166956 0.999638 0.246929 0 0 0 1 
25528382210049;0.624254;0.25017;24;0.998569 0.0308846 0.0436527 0.783254 -0.0394725 0.97645 0.2121 -0.229055 -0.0360741 -0.21352 0.976272 -5.83894 0 0 0 1 
25528382210050;1.7141;0.210395;24;0.999479 0.0230557 0.0225744 0.414783 -0.0218825 0.998464 -0.0509055 0.260162 -0.0237134 0.050385 0.998448 3.57541 0 0 0 1 
25528382210051;0.731618;0.78681;25;0.998727 0.014434 -0.0483331 0.302728 -0.0100249 0.995868 0.0902533 -0.0168374 0.0494362 -0.0896539 0.994745 -3.18371 0 0 0 1 
25528382210052;0.501673;0.402368;25;0.945341 0.00484593 -0.326048 0.530443 0.0342745 0.992874 0.114132 -0.301686 0.324278 -0.119069 0.938438 -6.42893 0 0 0 1 
25528382210053;0.245766;0.275669;24;0.99647 0.00923698 0.0834406 0.288548 0.00307718 0.989242 -0.146259 -0.529512 -0.0838939 0.145999 0.985721 5.07095 0 0 0 1 
25528382210054;2.27774;1.60775;25;0.998013 -0.0296695 0.0555826 -0.698685 0.0323427 0.998332 -0.0478289 -0.275769 -0.0540708 0.0495315 0.997308 3.40557 0 0 0 1 
25528382210055;0.613367;0.780635;24;0.996643 0.027457 -0.0771268 0.534688 -0.0252351 0.999242 0.0296365 0.108616 0.0778821 -0.0275907 0.996581 -1.41569 0 0 0 1 
25528382210056;2.21606;2.08138;25;0.992843 0.0368663 -0.113595 1.2201 -0.0112092 0.975729 0.218694 -0.52163 0.1189 -0.215856 0.969159 -8.4529 0 0 0 1 
25528382210057;2.17431;1.69168;24;0.999902 -0.00497078 -0.0131174 -0.579588 0.00450218 0.999359 -0.035515 -0.507086 0.0132855 0.0354525 0.999283 1.66407 0 0 0 1 
25528382210058;0.777574;0.175307;25;0.944514 0.0927335 -0.315109 2.66906 0.0324646 0.928269 0.37049 -2.48871 0.326863 -0.360163 0.873752 -13.8215 0 0 0 1 
25528382210059;0.655634;0.504267;24;0.997947 0.0413338 -0.0489254 0.991447 -0.0366106 0.994919 0.0937824 -0.00174318 0.0525532 -0.0917986 0.99439 -4.0242 0 0 0 1 
25528382210060;1.3379;0.581103;25;0.944348 -0.077214 -0.319757 -2.21372 0.0105365 0.978662 -0.205207 -1.0585 0.328778 0.190418 0.925011 4.27915 0 0 0 1 
25528382210062;1.314;0.874942;24;0.996216 0.0118164 -0.086101 0.581074 -0.00749241 0.998702 0.050371 0.0867052 0.0865845 -0.0495354 0.995012 -2.15509 0 0 0 1 
25528382210063;2.15505;1.41676;24;0.999964 -0.00830127 -0.00148245 -0.492879 0.00821195 0.998586 -0.0525304 0.0871511 0.00191642 0.0525163 0.998618 3.18831 0 0 0 1 
25528382210064;0.553066;0.517443;25;0.984897 0.00769422 0.172971 0.87048 0.0186991 0.988442 -0.150441 -0.810728 -0.172129 0.151404 0.97337 10.1051 0 0 0 1 
25528382210065;1.61508;0.645694;24;0.99447 0.0355119 -0.0988329 2.92889 -0.0182324 0.985183 0.170532 -1.08889 0.103424 -0.167787 0.980383 -12.3516 0 0 0 1 
25528382210066;1.78743;0.911766;24;0.999968 0.00136084 0.00782692 0.0647416 -0.00153678 0.999745 0.0225167 -0.098658 -0.00779429 -0.0225281 0.999716 -0.695858 0 0 0 1 
25528382210067;0.672032;0.459014;24;0.993537 -0.0269311 -0.110268 -3.37908 0.0166717 0.995533 -0.0929272 -0.361853 0.112279 0.0904883 0.989548 11.8307 0 0 0 1 
25528382210068;1.84994;0.649277;24;0.997864 0.00849912 -0.0647654 0.152017 -0.00521438 0.998699 0.0507188 0.26219 0.0651122 -0.0502727 0.996611 -1.61236 0 0 0 1 
25528382210069;2.23987;0.328471;24;0.981015 -0.0288123 -0.19178 -3.18714 -0.0165007 0.972915 -0.230573 -3.11749 0.193229 0.22936 0.953969 24.8789 0 0 0 1 
25528382210070;2.2156;0.79953;24;0.999889 -0.00937019 -0.0115706 -1.335 0.00942745 0.999944 0.00490477 0.184373 0.011524 -0.00501331 0.999921 2.14237 0 0 0 1 
25528382210071;1.44584;1.21281;24;0.998883 -0.0468637 0.00612555 -4.68707 0.0445236 0.889584 -0.454597 -10.9731 0.0158549 0.454362 0.890676 44.5406 0 0 0 1 
25528382210072;1.6175;1.53791;24;0.998128 -0.0443438 -0.0421141 -4.74124 0.0263741 0.933436 -0.357774 -6.93054 0.0551759 0.355993 0.932858 36.8816 0 0 0 1 
25528382210073;2.148;0.333533;24;0.998998 0.0147192 -0.0422606 1.00885 -0.0127426 0.998829 0.0466678 0.0309474 0.0428981 -0.0460825 0.998016 -1.09254 0 0 0 1 
25528382210074;1.21241;0.387544;24;0.991319 -0.0110195 0.131014 -0.921131 0.00891861 0.999822 0.0166119 0.305536 -0.131173 -0.0152992 0.991241 -6.39884 0 0 0 1 
25528382210075;0.469924;0.161701;24;0.967433 -0.0215737 -0.252206 -3.60864 -0.0198414 0.986833 -0.160523 -2.11888 0.252348 0.160299 0.954266 21.5471 0 0 0 1 
25528382210076;1.94829;1.20717;24;0.999904 0.00548881 -0.0127419 0.217302 -0.00446784 0.996879 0.0788158 0.0931135 0.0131348 -0.0787513 0.996808 -5.55859 0 0 0 1 
25528382210077;1.55351;0.751317;25;0.999774 0.0165789 -0.0133185 1.78544 -0.0156728 0.997731 0.0654793 -0.219282 0.0143739 -0.0652557 0.997765 -8.00522 0 0 0 1 
25528382210078;1.78754;1.41278;24;0.999831 -0.00650135 0.0172224 -0.837241 0.00592811 0.999434 0.0331288 0.330036 -0.0174281 -0.0330211 0.999303 -2.79659 0 0 0 1 
25528382210079;0.52952;0.310166;24;0.966335 -0.0192401 -0.256567 -3.57402 -0.00819625 0.994392 -0.105441 -1.02776 0.257156 0.103994 0.960758 16.2656 0 0 0 1 
25528382210080;0.579865;0.167519;24;0.999944 0.000158291 -0.0105384 -0.0753643 -0.000153541 1 0.000451521 -0.0150118 0.0105385 -0.000449878 0.999944 0.793753 0 0 0 1 
25528382210081;1.6725;1.67527;24;0.999589 -0.0130765 0.0255231 -1.22885 0.014789 0.997569 -0.0681027 -0.0314024 -0.0245705 0.0684521 0.997352 5.95602 0 0 0 1 
25528382210082;1.80785;0.183258;25;0.960007 -0.0107736 0.279767 -0.894901 -0.0295843 0.989761 0.139632 -1.11552 -0.278407 -0.142325 0.94986 -19.3246 0 0 0 1 
25528382210083;0.928935;0.338321;25;0.98167 -0.0388519 -0.186589 -4.93013 -0.000803023 0.97815 -0.207897 -2.83603 0.190589 0.204236 0.960189 25.877 0 0 0 1 
25528382210084;1.83208;1.35233;24;0.998717 -0.0210326 -0.04607 -2.27398 0.0149385 0.991553 -0.12884 -0.72015 0.0483907 0.127987 0.990595 12.3208 0 0 0 1 
25528382210085;0.401662;0.341365;25;0.993838 0.0550928 -0.0961768 5.25197 -0.0235286 0.952807 0.302663 -4.28503 0.108313 -0.298535 0.948233 -27.5539 0 0 0 1 
25528382210086;1.45129;1.0715;24;0.996675 0.00845152 -0.0810457 0.463407 -0.0105608 0.999616 -0.0256324 -0.117513 0.080798 0.026403 0.996381 5.39836 0 0 0 1 
25528382210087;0.345605;0.112588;25;0.938917 -0.014227 0.343849 -2.01419 0.0433401 0.996079 -0.0771313 0.439779 -0.341403 0.0873223 0.935852 0.0372842 0 0 0 1 
25528382210088;0.167837;0.128803;23;0.999833 -0.0149929 -0.0104438 -1.61539 0.0150139 0.999885 0.00193833 0.385435 0.0104135 -0.00209481 0.999944 -0.256074 0 0 0 1 
25528382210089;1.83562;1.78803;24;0.999887 0.000718896 0.0150298 0.0908141 -0.00021987 0.999449 -0.0331778 -0.105678 -0.0150453 0.0331708 0.999336 2.54745 0 0 0 1 
25528382210090;2.15758;0.172265;24;0.999974 0.0052297 -0.00490257 0.274806 -0.00536418 0.999598 -0.02783 -0.340709 0.00475506 0.0278556 0.999601 5.43883 0 0 0 1 
25528382210091;0.893388;0.494276;24;0.999816 -0.0165045 0.00978198 -1.67509 0.0175867 0.992191 -0.123479 -0.756403 -0.00766765 0.123628 0.992299 12.7446 0 0 0 1 
25528382210093;1.89713;0.306628;26;0.97944 0.034296 -0.198799 -1.30024 -0.013285 0.994269 0.106074 -0.276014 0.201298 -0.101252 0.974283 4.24897 0 0 0 1 
25528382210094;0.825331;0.132133;25;0.997714 0.00172488 -0.0675606 -0.439755 0.0202084 0.946322 0.322592 0.843215 0.0644906 -0.32322 0.944124 -1.9445 0 0 0 1 
25528382210095;0.858473;0.677463;30;0.951745 0.125175 0.280202 0.625741 -0.163657 0.979392 0.118357 -2.63302 -0.259612 -0.158503 0.952617 -4.54751 0 0 0 1 
25528382210096;0.8797;0.31504;25;0.947295 0.0999109 0.304385 0.911611 -0.207219 0.915694 0.344333 -3.44374 -0.244321 -0.389259 0.888135 -7.08573 0 0 0 1 
25528382210097;2.1961;0.213133;38;0.993858 0.0535921 0.0968215 0.314894 -0.062226 0.994133 0.0884734 -2.40397 -0.091512 -0.0939548 0.991362 -3.28664 0 0 0 1 
25528382210098;1.08082;0.156286;27;0.999315 0.0364527 0.00634683 0.387834 -0.0360213 0.997647 -0.0583401 -1.44445 -0.00845855 0.0580715 0.998277 -0.409772 0 0 0 1 
25528382210099;0.565162;0.316627;27;0.944476 -0.0864035 -0.317017 -2.41452 0.041833 0.988575 -0.144806 0.65878 0.325907 0.123504 0.9373 5.96702 0 0 0 1 
25528382210100;1.81678;1.52739;25;0.996223 0.079679 0.0345141 1.02765 -0.0856513 0.967057 0.239716 -0.923239 -0.0142768 -0.241767 0.970229 -1.57515 0 0 0 1 
25528382210101;0.708323;0.505007;25;0.996665 -0.0718623 -0.0386695 -0.925514 0.0701557 0.996573 -0.0438149 1.2655 0.0416856 0.0409558 0.998291 1.40905 0 0 0 1 
25528382210102;2.25601;1.018;26;0.997664 0.0393195 -0.055865 -0.00333533 -0.0433707 0.996369 -0.0732587 -1.751 0.0527817 0.0755105 0.995747 0.0705304 0 0 0 1 
25528382210103;0.72475;0.557369;25;0.994913 0.100687 -0.00309395 0.960684 -0.100165 0.992082 0.0757624 -1.80148 0.0106977 -0.0750672 0.997121 0.391554 0 0 0 1 
25528382210104;2.73972;1.28015;26;0.989925 0.0686974 -0.123811 0.205472 -0.0367773 0.969155 0.243691 0.34269 0.136733 -0.236682 0.961918 2.73924 0 0 0 1 
25528382210105;1.37462;0.159604;40;0.98507 0.0699732 0.157292 0.485048 0.0137908 0.87866 -0.477249 -2.44284 -0.171601 0.472293 0.864576 -0.834038 0 0 0 1 
25528382210106;1.98093;0.124527;25;0.994852 -0.0387224 -0.0936482 -0.172646 0.00140405 0.929295 -0.369336 -0.58703 0.101328 0.367303 0.924565 1.99338 0 0 0 1 
25528382210107;2.7132;2.03445;26;0.999513 0.00118868 0.0311705 0.176323 -0.00294852 0.9984 0.0564737 -0.112673 -0.0310535 -0.0565381 0.997917 -2.49279 0 0 0 1 
25528382210108;2.24596;0.65008;35;0.985694 0.0407306 -0.163552 0.101662 -0.0317325 0.997855 0.0572579 -1.79173 0.165533 -0.0512489 0.984872 1.16617 0 0 0 1 
25528382210109;1.35089;0.254027;25;0.996229 0.0465654 0.0732144 0.711215 -0.0386992 0.993675 -0.105412 -0.773055 -0.0776599 0.102181 0.99173 -1.75067 0 0 0 1 
25528382210110;1.54595;0.641563;25;0.996297 0.0799156 -0.0317093 0.155263 -0.055551 0.879836 0.472019 0.33291 0.0656207 -0.46851 0.881018 -1.93356 0 0 0 1 
25528382210111;0.364366;0.291251;25;0.985463 -0.0227875 -0.168356 -0.943415 0.0155137 0.998894 -0.0443948 0.0854605 0.169181 0.0411377 0.984726 3.19089 0 0 0 1 
25528382210112;2.44837;2.58625;25;0.994732 -0.0267591 0.0989517 -0.426828 0.00714878 0.981085 0.193446 1.16639 -0.102256 -0.19172 0.976108 -1.16686 0 0 0 1 
25528382210113;0.357128;0.379052;24;0.993874 0.107469 0.025777 0.80602 -0.109073 0.991417 0.0720729 -1.89748 -0.0178102 -0.074443 0.997066 -0.363129 0 0 0 1 
25528382210114;2.52967;0.406695;27;0.945382 -0.0246169 0.325032 -1.08603 0.123858 0.949483 -0.288341 1.07844 -0.301515 0.31285 0.900674 -5.01341 0 0 0 1 
25528382210115;1.99023;0.3005;26;0.997719 -0.0118406 -0.0664617 -0.675345 0.0122861 0.999905 0.00629773 0.411254 0.0663808 -0.00709991 0.997769 3.0386 0 0 0 1 
25528382210116;0.274109;0.331425;25;0.998447 -0.0105389 -0.0547068 -0.505963 0.0240614 0.967216 0.252815 0.804611 0.0502488 -0.253738 0.965967 -0.760428 0 0 0 1 
25528382210117;0.456139;0.267078;26;0.963119 0.11549 0.243031 0.736137 -0.160919 0.971106 0.176235 -2.60076 -0.215655 -0.208844 0.953875 -4.84824 0 0 0 1 
25528382210118;1.00279;0.171961;25;0.998266 -0.00467347 0.0586839 -0.151036 0.00351356 0.999797 0.0198531 0.0156715 -0.0587647 -0.0196125 0.998079 -1.9675 0 0 0 1 
25528382210119;1.53716;0.597688;27;0.992882 0.0611426 0.102205 -0.0230814 -0.0389835 0.977732 -0.206204 -1.97482 -0.112537 0.200752 0.973157 0.132062 0 0 0 1 
25528382210120;1.16367;0.297124;25;0.999892 -0.00143074 0.0146496 0.176479 0.00139715 0.999996 0.00230291 0.587929 -0.0146528 -0.00228219 0.99989 0.681861 0 0 0 1 
25528382210121;1.92017;0.876852;26;0.999568 -0.00659046 0.02864 0.0957918 0.00188223 0.986887 0.161405 1.08951 -0.0293282 -0.161281 0.986473 -2.44716 0 0 0 1 
