#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/hauptgebaude_local.txt /home/point_clouds_registration_benchmark//eth/hauptgebaude -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 20 -i 200 
id;initial_error;final_error;transformation
3394309160000;0.248226;0.00882803;37;0.999262 -0.00194737 0.0383584 0.577292 0.000416508 0.999205 0.0398769 -0.0383281 -0.0384056 -0.0398315 0.998468 -0.0148383 0 0 0 1 
3394309160001;0.28369;0.00984582;31;0.992966 0.115407 -0.0264328 -0.400995 -0.11365 0.991682 0.060427 0.84833 0.0331867 -0.0569979 0.997823 -0.63905 0 0 0 1 
3394309160002;0.278932;0.00693451;50;0.976853 -0.00630238 0.213819 -0.0968121 0.00435364 0.999945 0.00958362 -0.078354 -0.213868 -0.00843089 0.976826 0.742022 0 0 0 1 
3394309160003;0.0682056;0.00699194;31;0.995449 -0.0914195 0.0269058 0.0177487 0.0918469 0.995659 -0.0151009 -0.590985 -0.0254085 0.0175034 0.999524 0.177965 0 0 0 1 
3394309160004;0.286924;0.00794017;34;0.999027 0.0401221 -0.0183361 0.579575 -0.039939 0.99915 0.0102488 0.733263 0.0187317 -0.00950649 0.999779 -0.289141 0 0 0 1 
3394309160005;0.492031;0.00876667;73;0.906265 0.38435 0.175951 -0.226347 -0.409422 0.901665 0.139191 2.58387 -0.105151 -0.198183 0.974509 0.325597 0 0 0 1 
3394309160006;0.393899;0.00690952;42;0.98803 0.025338 0.152169 -0.217119 -0.026341 0.999643 0.00457881 0.553919 -0.151999 -0.00853228 0.988344 1.90458 0 0 0 1 
3394309160007;0.411602;0.0121766;42;0.885043 -0.33749 0.320622 0.382142 0.343918 0.938221 0.0382332 -2.0892 -0.313718 0.0764297 0.946435 1.4153 0 0 0 1 
3394309160008;0.42721;0.00907386;77;0.954665 -0.294938 -0.0403176 0.467679 0.295654 0.955207 0.0129817 -1.88215 0.0346828 -0.0243132 0.999103 0.673776 0 0 0 1 
3394309160009;0.395375;0.00759751;46;0.978168 -0.200143 -0.0559565 0.415343 0.194721 0.976748 -0.0897045 -1.46436 0.0726091 0.0768501 0.994395 0.404353 0 0 0 1 
3394309160010;0.216746;0.0088882;40;0.991634 -0.00596397 -0.128943 -0.0990781 -0.0165808 0.984771 -0.173063 0.491583 0.128011 0.173753 0.976434 -0.587676 0 0 0 1 
3394309160011;0.228138;0.778211;47;0.948901 -0.220546 -0.225713 2.50233 0.24378 0.966484 0.0804935 -1.74339 0.200395 -0.131405 0.970863 -1.11355 0 0 0 1 
3394309160012;0.324315;0.791488;51;0.943844 -0.328134 -0.0385532 1.81308 0.330051 0.931131 0.155117 -2.33416 -0.0150012 -0.159131 0.987144 -0.177131 0 0 0 1 
3394309160013;0.268523;0.00845201;42;0.997705 0.0607747 -0.0298532 0.646675 -0.060907 0.998137 -0.00354372 0.0934696 0.0295822 0.00535385 0.999548 -0.426373 0 0 0 1 
3394309160014;0.217364;0.00781926;37;0.999771 0.0188635 0.0100983 -0.00270069 -0.0205428 0.978235 0.206482 -0.317932 -0.00598354 -0.206643 0.978398 0.282385 0 0 0 1 
3394309160015;0.198549;0.00786655;52;0.971903 0.1085 0.208881 -0.235029 -0.103399 0.994016 -0.0352177 0.721231 -0.211453 0.01263 0.977307 1.47247 0 0 0 1 
3394309160016;0.362241;0.00981751;54;0.888434 -0.220793 0.402413 0.557626 0.217878 0.9745 0.0536598 -1.68077 -0.403999 0.0400036 0.913884 3.19021 0 0 0 1 
3394309160017;0.403444;0.00937673;41;0.925128 -0.272776 0.264066 -0.506822 0.265577 0.962008 0.063317 -1.26648 -0.271305 0.0115535 0.962424 1.79355 0 0 0 1 
3394309160018;0.415951;0.00852452;50;0.958671 0.268704 0.0935296 -0.606724 -0.273128 0.961227 0.0380052 1.95165 -0.079691 -0.0619801 0.994891 0.403477 0 0 0 1 
3394309160019;0.389264;0.0067984;48;0.967027 0.254432 -0.0111063 0.0961099 -0.254414 0.967091 0.00306936 1.31432 0.0115218 -0.000142549 0.999934 -0.840217 0 0 0 1 
3394309160020;0.355901;0.00979604;55;0.943562 -0.159069 -0.290497 0.846562 0.063952 0.948111 -0.311441 0.0186128 0.324964 0.275286 0.904774 -1.67415 0 0 0 1 
3394309160021;0.307009;0.00997913;40;0.991366 -0.119369 -0.0542634 0.638605 0.12864 0.965567 0.226126 -1.13124 0.0254024 -0.231154 0.972586 -0.300494 0 0 0 1 
3394309160022;0.159878;0.00854041;43;0.97932 -0.0352458 0.199225 -0.240457 0.0509353 0.995943 -0.0741829 -0.255594 -0.195802 0.0827964 0.977142 1.2796 0 0 0 1 
3394309160023;0.179015;0.00782033;34;0.995386 -0.0426087 0.0859774 -0.159673 0.044593 0.998778 -0.0212918 -0.326321 -0.0849651 0.0250276 0.99607 0.13896 0 0 0 1 
3394309160024;0.448507;0.780064;56;0.900622 -0.432606 0.0416095 2.44209 0.431005 0.901358 0.0422971 -2.74546 -0.055803 -0.0201598 0.998238 1.1387 0 0 0 1 
3394309160025;0.259237;0.00893014;39;0.986695 0.162523 -0.00441353 -0.0621108 -0.162178 0.985788 0.0438307 1.04984 0.0114743 -0.0425318 0.999029 -0.597327 0 0 0 1 
3394309160026;0.300277;0.00887467;45;0.994432 0.0824592 0.0656183 0.359399 -0.0786299 0.99516 -0.0589464 -0.0616689 -0.0701613 0.0534586 0.996102 0.777992 0 0 0 1 
3394309160027;0.421694;0.765811;49;0.956227 -0.224406 -0.187806 2.42206 0.262272 0.94188 0.209942 -2.62073 0.129778 -0.250008 0.959507 -0.310469 0 0 0 1 
3394309160028;0.443835;0.00877406;59;0.924849 0.108814 0.364437 -0.0619085 0.00418184 0.955232 -0.295828 0.80283 -0.380312 0.27512 0.88299 2.33161 0 0 0 1 
3394309160029;0.512116;0.0084816;46;0.998984 -0.0230267 0.038733 0.295332 0.0352125 0.935275 -0.352165 0.487734 -0.0281168 0.353171 0.935136 -0.657366 0 0 0 1 
3394309160031;0.426851;0.00712734;81;0.96166 -0.205477 -0.181631 0.209506 0.227617 0.96744 0.110683 -0.70501 0.152974 -0.147782 0.977118 -0.959043 0 0 0 1 
3394309160032;0.353703;0.00814744;75;0.914842 -0.382892 -0.128287 -0.0387536 0.386378 0.922337 0.00249011 -0.0631081 0.11737 -0.0518452 0.991734 -0.207597 0 0 0 1 
