#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/stairs_local.txt /home/point_clouds_registration_benchmark//eth/stairs -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 20 -i 200 
id;initial_error;final_error;transformation
5494384560000;0.832403;0.0441453;36;0.993735 0.111118 -0.0120049 0.804741 -0.110637 0.993236 0.0352414 0.471347 0.0158397 -0.0336924 0.999307 0.369949 0 0 0 1 
5494384560001;0.315086;0.0409315;36;0.909677 0.255749 -0.32723 1.56143 -0.219004 0.964849 0.145268 1.31446 0.35288 -0.0604822 0.933712 -2.37321 0 0 0 1 
5494384560002;0.630491;0.0530637;29;0.999097 -0.0321671 -0.0277506 0.739863 0.0324391 0.999429 0.00940681 -0.32964 0.0274321 -0.0102985 0.999571 0.066803 0 0 0 1 
5494384560003;0.317466;0.0562845;34;0.968815 -0.0619653 -0.23991 0.935556 0.134826 0.944175 0.300592 -1.82106 0.207891 -0.323565 0.923086 -1.41172 0 0 0 1 
5494384560004;0.657978;0.0578482;28;0.99856 0.0514577 0.0151776 -0.160491 -0.0528949 0.991575 0.118238 0.602237 -0.00896549 -0.11887 0.992869 0.553298 0 0 0 1 
5494384560005;0.751618;0.0569652;29;0.994902 -0.0834681 -0.0566026 -0.407658 0.0907293 0.985846 0.140984 -1.51878 0.0440337 -0.145401 0.988392 -0.458626 0 0 0 1 
5494384560006;0.696898;0.0702529;46;0.925734 0.319691 -0.202023 1.36417 -0.335934 0.9405 -0.051063 2.24556 0.173678 0.115137 0.978049 -0.70067 0 0 0 1 
5494384560007;0.399045;0.0356521;38;0.929249 -0.366653 -0.0454111 0.808157 0.368557 0.928526 0.04478 -3.05925 0.0257467 -0.0583483 0.997964 -0.187815 0 0 0 1 
5494384560008;0.231215;0.0486248;33;0.972684 -0.204893 -0.109106 0.42269 0.192402 0.974567 -0.114895 -1.15188 0.129872 0.0907643 0.987368 -0.825383 0 0 0 1 
5494384560009;0.454804;0.0542512;28;0.988733 -0.0133347 -0.149095 0.69416 0.0268247 0.995685 0.0888378 -0.6857 0.147267 -0.0918363 0.984824 -0.716858 0 0 0 1 
5494384560010;0.83506;0.0554414;28;0.999974 0.00120341 -0.00717933 0.00508545 -0.00100337 0.999613 0.027802 0.0953388 0.00721 -0.027794 0.999588 0.833732 0 0 0 1 
5494384560011;0.300381;0.0477902;32;0.996137 0.064297 0.0598146 -0.22007 -0.042902 0.95062 -0.307379 1.06832 -0.0766245 0.303625 0.949706 0.655615 0 0 0 1 
5494384560012;0.513405;0.0596408;34;0.940516 0.0661551 -0.333246 1.17541 -0.129708 0.976481 -0.172224 1.35153 0.314015 0.205204 0.926977 -1.6992 0 0 0 1 
