#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/urban05_local.txt /home/point_clouds_registration_benchmark//kaist/urban05 -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 20 -i 200 
id;initial_error;final_error;transformation
34562489690000;0.13992;0.680049;36;1 -1.34284e-07 7.82354e-07 -0.944319 1.34284e-07 1 2.37235e-08 5.12559 -7.82354e-07 -2.37234e-08 1 -0.0391363 0 0 0 1 
34562489690001;0.182436;0.425509;26;1 -1.44682e-07 3.89755e-07 -1.20027 1.44682e-07 1 4.71457e-08 1.95275 -3.89755e-07 -4.71456e-08 1 -0.302348 0 0 0 1 
34562489690002;0.400034;3.93832;200;1 -2.83819e-07 -3.81638e-06 -4.45707 2.83819e-07 1 1.12024e-07 -32.4819 3.81638e-06 -1.12025e-07 1 -1.43047 0 0 0 1 
34562489690003;0.381518;0.629148;24;0.99687 0.0002731 -0.0790607 11.8546 0.000272986 0.999976 0.00689629 -4.65226 0.0790607 -0.00689629 0.996846 -46.7432 0 0 0 1 
34562489690004;0.467995;1.14171;34;1 -2.44026e-07 6.00143e-07 -1.76488 2.44026e-07 1 4.76359e-08 5.59574 -6.00143e-07 -4.76358e-08 1 -0.255082 0 0 0 1 
34562489690005;0.423309;0.9381;30;1 -2.19279e-07 8.02612e-07 -1.70578 2.19279e-07 1 7.15157e-08 4.12961 -8.02612e-07 -7.15155e-08 1 -0.467996 0 0 0 1 
34562489690006;0.190415;4.92149;200;1 -2.51285e-07 4.64642e-06 -4.1214 2.51286e-07 1 -2.26745e-07 -42.622 -4.64642e-06 2.26746e-07 1 0.706734 0 0 0 1 
34562489690007;0.167146;3.85677;200;1 -1.62317e-07 4.29983e-06 0.866454 1.62317e-07 1 -8.45682e-08 32.7735 -4.29983e-06 8.45689e-08 1 1.81772 0 0 0 1 
34562489690008;0.102809;0.145416;21;1 -4.68154e-08 1.09502e-07 -0.308914 4.68154e-08 1 6.72643e-09 -1.13128 -1.09502e-07 -6.72643e-09 1 -0.00429723 0 0 0 1 
34562489690009;0.0509686;0.222748;24;1 -1.60892e-05 0.000102817 128.666 1.60904e-05 1 -1.16517e-05 -13.2876 -0.000102817 1.16534e-05 1 -21.5095 0 0 0 1 
34562489690010;0.0869115;3.43784;200;1 -4.91558e-07 -5.61269e-07 -3.06109 4.91558e-07 1 7.32352e-08 29.3246 5.61269e-07 -7.32354e-08 1 -0.0708949 0 0 0 1 
34562489690011;0.0782188;0.444605;35;0.999602 0.000161396 -0.0282277 -1016.63 -9.08542e-05 0.999997 0.0025003 91.577 0.0282281 -0.00249674 0.999598 260.036 0 0 0 1 
34562489690012;0.0495854;3.94757;200;1 5.33304e-08 2.25683e-07 -2.70948 -5.33303e-08 1 -4.92629e-08 -34.4701 -2.25683e-07 4.92629e-08 1 -0.571052 0 0 0 1 
34562489690013;0.0622498;3.98782;200;0.999985 9.38277e-05 0.00547202 -744.347 -9.14859e-05 1 -0.000428218 99.9623 -0.00547206 0.000427711 0.999985 402.758 0 0 0 1 
34562489690014;0.30978;2.22716;89;0.999999 -0.00109645 -0.000586615 8816.01 0.00109858 0.999993 0.00365102 -696.167 0.000582608 -0.00365167 0.999993 28970.9 0 0 0 1 
34562489690015;0.264634;0.490452;21;1 -1.02773e-07 1.79443e-07 -0.921646 1.02773e-07 1 4.10645e-09 -2.61328 -1.79443e-07 -4.10643e-09 1 -0.0193244 0 0 0 1 
34562489690016;0.0384264;0.631664;45;1 0.000276942 -0.000341842 -2229.13 -0.000276884 1 0.000172075 200.19 0.00034189 -0.000171981 1 1143.39 0 0 0 1 
34562489690017;0.317284;0.555103;27;1 -2.07766e-07 1.04717e-07 -1.85845 2.07766e-07 1 4.44157e-08 -3.32821 -1.04717e-07 -4.44157e-08 1 -0.31371 0 0 0 1 
34562489690018;0.287954;5.3533;200;1 -5.63353e-07 3.35138e-06 -1.86954 5.63353e-07 1 -9.80663e-08 46.1408 -3.35138e-06 9.80681e-08 1 1.35576 0 0 0 1 
34562489690019;0.362659;0.575938;29;0.99735 0.000224764 0.0727511 40.6988 0.000237623 0.99998 -0.00634702 -7.40381 -0.0727511 0.00634749 0.99733 31.5701 0 0 0 1 
34562489690020;0.112961;0.0868281;24;1 -4.6529e-07 1.86558e-05 2.87812 4.6529e-07 1 -3.4915e-09 -0.753158 -1.86558e-05 3.50018e-09 1 12.1597 0 0 0 1 
