#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/wood_summer_local.txt /home/point_clouds_registration_benchmark//eth/wood_summer -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -n 20 -i 200 
id;initial_error;final_error;transformation
2318808360000;0.0774618;0.0199662;25;0.998061 0.0432245 0.0447898 -0.4798 -0.0432737 0.999063 0.000128884 0.453721 -0.0447422 -0.00206685 0.998996 0.357529 0 0 0 1 
2318808360001;0.306883;0.0244069;29;0.997408 0.0701247 -0.0161352 -0.14266 -0.0703564 0.99742 -0.0142673 0.593597 0.015093 0.0153655 0.999768 -0.422821 0 0 0 1 
2318808360002;0.495258;0.0247125;52;0.916332 -0.385429 -0.108533 4.79133 0.384161 0.922669 -0.0332125 -1.7818 0.112941 -0.0112604 0.993538 -0.171608 0 0 0 1 
2318808360003;0.524546;0.0258886;54;0.910819 -0.409584 -0.0514674 4.46384 0.412597 0.899299 0.144998 -2.67871 -0.0131043 -0.153302 0.988092 1.26157 0 0 0 1 
2318808360004;0.20511;0.0187703;27;0.997662 -0.0642482 0.0232958 0.627772 0.0642051 0.997933 0.00259319 -0.534718 -0.0234143 -0.00109142 0.999725 -0.207074 0 0 0 1 
2318808360005;0.440296;0.0191084;51;0.984254 0.0701421 -0.162247 -0.100327 -0.0223364 0.959893 0.279476 0.206841 0.175343 -0.271451 0.946345 0.85096 0 0 0 1 
2318808360006;0.169359;0.0241253;28;0.996127 -0.0851385 0.0219485 1.0325 0.0855385 0.996173 -0.0179781 -0.45252 -0.0203339 0.0197859 0.999597 0.0866935 0 0 0 1 
2318808360007;0.299345;0.0181694;50;0.926925 -0.370278 0.0608616 4.32949 0.369099 0.928906 0.0300079 -2.27099 -0.067646 -0.00535111 0.997695 0.510711 0 0 0 1 
2318808360008;0.34518;0.0150851;58;0.928362 0.272233 0.253049 -2.40773 -0.304748 0.94728 0.098937 2.93939 -0.212774 -0.168966 0.962381 3.81222 0 0 0 1 
2318808360009;0.553788;0.328494;26;0.96471 0.211717 0.156556 -2.18669 -0.207848 0.977307 -0.0408754 1.21083 -0.161658 0.00689292 0.986823 1.52206 0 0 0 1 
2318808360010;0.296129;0.0152175;30;0.991831 -0.127541 -0.00231027 1.25658 0.127528 0.99099 0.0409254 -1.2574 -0.00293019 -0.0408857 0.99916 0.00146385 0 0 0 1 
