#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/hauptgebaude_local.txt /home/point_clouds_registration_benchmark//eth/hauptgebaude -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
3394309160000;0.248226;0.0158516;22;0.999289 -0.00272626 0.0375924 0.527638 0.00121468 0.999192 0.0401739 -0.0438331 -0.0376715 -0.0400997 0.998485 -0.0218235 0 0 0 1 
3394309160001;0.28369;0.00965369;17;0.993026 0.114844 -0.0266688 -0.398815 -0.113071 0.991744 0.060486 0.841668 0.0333951 -0.0570487 0.997813 -0.643482 0 0 0 1 
3394309160002;0.278932;0.00835952;37;0.977071 -0.00643229 0.212819 -0.112037 0.00450388 0.999944 0.00954484 -0.080606 -0.212868 -0.00836747 0.977045 0.729484 0 0 0 1 
3394309160003;0.0682056;0.0154253;16;0.995437 -0.0913134 0.0276974 0.0456695 0.0917456 0.995673 -0.0147545 -0.593652 -0.0262303 0.0172283 0.999507 0.193004 0 0 0 1 
3394309160004;0.286924;0.0103522;19;0.999008 0.0401136 -0.0193245 0.557111 -0.0399423 0.99916 0.00916983 0.740557 0.0196761 -0.00838887 0.999771 -0.299228 0 0 0 1 
3394309160005;0.492031;0.01576;55;0.906281 0.384291 0.175998 -0.257167 -0.409355 0.901721 0.139025 2.58428 -0.105275 -0.198041 0.974524 0.32131 0 0 0 1 
3394309160006;0.393899;0.0147926;27;0.988165 0.024515 0.151421 -0.256094 -0.0255136 0.999664 0.00465511 0.546703 -0.151256 -0.00846332 0.988458 1.89621 0 0 0 1 
3394309160007;0.411602;0.0094092;27;0.884893 -0.337849 0.32066 0.369293 0.344381 0.938061 0.0379908 -2.09111 -0.313634 0.0768114 0.946432 1.41313 0 0 0 1 
3394309160008;0.42721;0.32106;33;0.955319 -0.293847 -0.0319387 1.30549 0.294409 0.955569 0.0145154 -1.93214 0.0262543 -0.0232699 0.999384 0.784208 0 0 0 1 
3394309160009;0.395375;0.0166325;30;0.978045 -0.20098 -0.0550829 0.440041 0.195667 0.976614 -0.0891081 -1.47636 0.0717037 0.0763739 0.994498 0.423703 0 0 0 1 
3394309160010;0.216746;0.0139802;25;0.991796 -0.00595389 -0.127692 -0.0858203 -0.0162528 0.984935 -0.172161 0.486728 0.126794 0.172824 0.976758 -0.574049 0 0 0 1 
3394309160011;0.228138;0.797596;33;0.949189 -0.220386 -0.224655 2.55135 0.243479 0.966557 0.0805352 -1.74243 0.199393 -0.131142 0.971105 -1.10465 0 0 0 1 
3394309160012;0.324315;0.829811;36;0.944108 -0.327505 -0.0374161 1.91212 0.329242 0.931348 0.155533 -2.33935 -0.0160903 -0.159159 0.987122 -0.174424 0 0 0 1 
3394309160013;0.268523;0.0117463;26;0.997695 0.0607162 -0.0302942 0.623135 -0.0608509 0.998141 -0.00354362 0.0952584 0.0300227 0.00537888 0.999535 -0.433513 0 0 0 1 
3394309160014;0.217364;0.00597463;22;0.999768 0.0188741 0.0103813 -0.00658846 -0.020605 0.978451 0.205451 -0.312509 -0.00627985 -0.205617 0.978612 0.282033 0 0 0 1 
3394309160015;0.198549;0.0139312;37;0.972035 0.108433 0.208302 -0.260679 -0.103364 0.994024 -0.0350978 0.722955 -0.210863 0.0125854 0.977435 1.47167 0 0 0 1 
3394309160016;0.362241;0.0119594;39;0.888551 -0.221158 0.401952 0.525958 0.218646 0.974376 0.0527748 -1.68163 -0.403324 0.0409921 0.914139 3.18046 0 0 0 1 
3394309160017;0.403444;0.01477;26;0.925025 -0.272923 0.264275 -0.484083 0.265776 0.961963 0.0631639 -1.26728 -0.271462 0.0118096 0.962377 1.79765 0 0 0 1 
3394309160018;0.415951;0.0153694;36;0.958852 0.267997 0.0937089 -0.641221 -0.272423 0.96143 0.0379123 1.9458 -0.0799342 -0.0618807 0.994878 0.406966 0 0 0 1 
3394309160019;0.389264;0.0145118;34;0.967048 0.254298 -0.0122903 0.0552491 -0.254287 0.967126 0.0024844 1.31907 0.012518 0.000722734 0.999921 -0.853699 0 0 0 1 
3394309160020;0.355901;0.0120332;40;0.943795 -0.15896 -0.289799 0.854106 0.0641918 0.94822 -0.311061 0.0150296 0.324239 0.274975 0.905129 -1.66675 0 0 0 1 
3394309160021;0.307009;0.00952295;25;0.991415 -0.118971 -0.0542481 0.643872 0.128224 0.965836 0.225209 -1.12547 0.0256016 -0.230231 0.972799 -0.305771 0 0 0 1 
3394309160022;0.159878;0.0119498;28;0.979477 -0.0351671 0.198466 -0.267664 0.050771 0.995958 -0.0740888 -0.254136 -0.195058 0.0826446 0.977303 1.26984 0 0 0 1 
3394309160023;0.179015;0.00797538;18;0.995378 -0.0429008 0.0859241 -0.154952 0.0449008 0.998761 -0.0214792 -0.328807 -0.0848961 0.025238 0.99607 0.140933 0 0 0 1 
3394309160024;0.448507;0.821828;41;0.901436 -0.430978 0.0408814 2.5492 0.429433 0.902144 0.0415261 -2.73745 -0.0547777 -0.0198774 0.998301 1.13234 0 0 0 1 
3394309160025;0.259237;0.0114452;25;0.986719 0.162357 -0.00502767 -0.0946014 -0.161989 0.98583 0.0435762 1.0561 0.0120313 -0.042183 0.999037 -0.603868 0 0 0 1 
3394309160026;0.300277;0.0163534;30;0.994531 0.0819246 0.064777 0.327983 -0.0781529 0.995208 -0.058763 -0.0662696 -0.0692807 0.0533791 0.996168 0.77039 0 0 0 1 
3394309160027;0.421694;0.623169;30;0.957153 -0.224113 -0.183389 2.03317 0.260879 0.942224 0.210133 -2.58517 0.1257 -0.248972 0.960319 -0.269622 0 0 0 1 
3394309160028;0.443835;0.0158573;46;0.924772 0.108839 0.364624 -0.102318 0.00436283 0.955126 -0.296167 0.807632 -0.380497 0.275478 0.882799 2.32234 0 0 0 1 
3394309160029;0.512116;0.0100399;30;0.99896 -0.0225456 0.0396353 0.295781 0.0350691 0.935426 -0.35178 0.485158 -0.0291448 0.352804 0.935243 -0.647204 0 0 0 1 
3394309160031;0.426851;0.0149757;55;0.962383 -0.206111 -0.177025 0.225846 0.227511 0.967499 0.110384 -0.703262 0.14852 -0.146507 0.977997 -0.942195 0 0 0 1 
3394309160032;0.353703;0.0124462;59;0.915093 -0.383386 -0.124982 -0.0199482 0.386662 0.922219 0.00212534 -0.0626672 0.114446 -0.0502707 0.992157 -0.200768 0 0 0 1 
3394309160033;0.139215;0.01051;24;0.994047 -0.0269382 -0.105568 0.0443206 0.0219185 0.998586 -0.0484246 -0.183893 0.106723 0.0458225 0.993232 0.11152 0 0 0 1 
3394309160034;0.389775;0.0139751;49;0.927721 0.372011 -0.0306956 -0.275362 -0.369841 0.927202 0.0592793 0.373386 0.0505135 -0.0436421 0.997769 -0.547798 0 0 0 1 
3394309160035;0.19696;0.0129867;28;0.976838 0.173602 -0.125097 0.0629328 -0.187816 0.975738 -0.112518 0.454787 0.102528 0.133407 0.985744 -0.0807104 0 0 0 1 
3394309160036;0.370886;0.0162141;49;0.93737 -0.346084 -0.0395279 -0.277085 0.34613 0.912675 0.2173 -0.455995 -0.0391279 -0.217372 0.975304 0.364272 0 0 0 1 
3394309160037;0.384635;0.0113017;31;0.912681 -0.249226 0.323882 -0.249472 0.185557 0.958839 0.214934 -0.779227 -0.364118 -0.136068 0.92136 0.0790791 0 0 0 1 
3394309160038;0.368064;0.0142473;42;0.948848 0.315373 -0.0150893 -0.621504 -0.315378 0.944428 -0.0926941 0.64584 -0.0149825 0.0927115 0.99558 -0.0234558 0 0 0 1 
3394309160039;0.0746977;0.00831106;13;0.999535 0.00587316 0.0299113 -0.116029 -0.00606181 0.999962 0.00622026 -0.0234938 -0.0298737 -0.00639869 0.999533 -0.112375 0 0 0 1 
3394309160040;0.279481;0.0142943;34;0.927939 -0.329958 0.173366 0.092762 0.311696 0.941991 0.124493 -0.557755 -0.204387 -0.0614849 0.976957 0.393587 0 0 0 1 
3394309160041;0.389623;0.0132858;55;0.893747 -0.448221 -0.017716 0.592018 0.44819 0.890665 0.0764288 -0.65328 -0.0184779 -0.0762482 0.996918 -0.0534641 0 0 0 1 
3394309160042;0.283783;0.0155028;37;0.986116 -0.165979 0.00520052 -0.442035 0.165984 0.986128 -0.000732977 -0.093699 -0.00500672 0.00158601 0.999986 -0.369501 0 0 0 1 
3394309160043;0.314339;0.0135327;20;0.998184 0.0600973 0.0041416 0.187875 -0.0597985 0.98022 0.188662 -0.0565324 0.00727841 -0.188567 0.982033 0.653158 0 0 0 1 
3394309160044;0.531805;0.014513;46;0.891069 0.432384 -0.137982 -0.512631 -0.417243 0.900035 0.125878 0.714286 0.178617 -0.0545945 0.982403 0.471356 0 0 0 1 
3394309160045;0.395186;0.401817;15;0.98867 0.0866648 0.122556 -0.25776 -0.077692 0.994061 -0.0761964 -0.136331 -0.128432 0.0658115 0.989532 0.18784 0 0 0 1 
3394309160046;0.217132;0.0202523;26;0.990226 -0.139443 0.00274355 0.188972 0.139405 0.990176 0.0108582 -0.605221 -0.00423069 -0.0103696 0.999937 0.153966 0 0 0 1 
3394309160047;0.371665;0.0100926;18;0.975865 -0.152498 0.156307 -0.0813344 0.167971 0.98158 -0.0910301 0.0947185 -0.139546 0.115088 0.983505 -0.597564 0 0 0 1 
3394309160048;0.441321;0.0141278;60;0.893126 0.356515 0.274269 -0.38682 -0.296625 0.925193 -0.236711 0.767963 -0.338143 0.130057 0.932065 0.855151 0 0 0 1 
3394309160049;0.529697;0.347867;18;0.968938 -0.238044 -0.0670415 0.254693 0.244223 0.963697 0.107901 -0.69885 0.0389225 -0.120922 0.991899 -0.0245303 0 0 0 1 
3394309160050;0.242722;0.0080602;16;0.984355 -0.121578 0.12753 -0.0216503 0.122418 0.992478 0.00125925 -0.195274 -0.126724 0.0143724 0.991834 0.666874 0 0 0 1 
3394309160051;0.288745;0.013083;35;0.976754 -0.0168817 0.213697 -0.218398 -0.00546784 0.994608 0.103564 -0.0743331 -0.214293 -0.102325 0.971395 0.87079 0 0 0 1 
3394309160052;0.346607;0.0119428;28;0.995677 0.0912539 0.0173123 0.0794959 -0.0914378 0.995759 0.0101415 0.00913593 -0.0163135 -0.0116807 0.999799 -0.787767 0 0 0 1 
3394309160053;0.177457;0.0107123;24;0.9929 -0.00435373 0.118869 -0.322217 0.0044409 0.99999 -0.000468509 -0.201245 -0.118866 0.000993068 0.99291 0.400104 0 0 0 1 
3394309160054;0.393365;0.00653415;18;0.997617 -0.0362155 -0.0587188 0.648085 0.046062 0.983289 0.176127 -0.691089 0.051359 -0.178412 0.982615 0.414351 0 0 0 1 
3394309160055;0.395101;0.0133792;17;0.998458 -0.0539647 0.0130543 0.722627 0.0548292 0.995377 -0.0788533 0.188656 -0.00873864 0.0794475 0.996801 -0.551262 0 0 0 1 
3394309160056;0.394726;0.00746644;24;0.984665 0.173808 0.0149967 -0.597744 -0.174056 0.97299 0.151642 0.446068 0.0117648 -0.151927 0.988322 -0.493794 0 0 0 1 
3394309160057;0.649395;0.0160786;44;0.928855 0.364381 0.0667487 -0.989859 -0.330175 0.896033 -0.296831 1.37146 -0.167969 0.253674 0.952594 0.511734 0 0 0 1 
3394309160058;0.444142;0.0157273;37;0.97412 0.225768 0.0108903 -0.352346 -0.224912 0.972961 -0.0525479 0.647906 -0.0224594 0.0487387 0.998559 0.858892 0 0 0 1 
3394309160059;0.406193;0.40059;17;0.984394 0.00150863 0.175971 0.45301 0.00261738 0.999727 -0.0232126 -0.611428 -0.175958 0.023311 0.984122 0.662185 0 0 0 1 
3394309160060;0.43448;0.0121134;59;0.904535 0.425857 -0.0215035 0.0856755 -0.423434 0.891165 -0.162877 0.826276 -0.050199 0.156433 0.986412 -0.443644 0 0 0 1 
