#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/box_met_local.txt /home/point_clouds_registration_benchmark//planetary/box_met -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
7680147070000;1.79635;4.69789;75;0.866625 0.258137 0.426997 -11.7561 -0.19353 0.96268 -0.189193 -5.86203 -0.459899 0.0813228 0.88424 -32.5721 0 0 0 1 
7680147070001;0.811107;4.28513;70;0.96658 0.248599 0.062615 -8.6634 -0.227924 0.945137 -0.234021 -7.37329 -0.117357 0.211929 0.970213 -12.4736 0 0 0 1 
7680147070002;1.49386;4.22923;65;0.962061 0.00782144 -0.272722 -5.30635 -0.0800389 0.9637 -0.254709 0.444639 0.26083 0.266874 0.927764 7.79121 0 0 0 1 
7680147070003;0.946768;4.12685;60;0.986401 0.164155 -0.00816634 -6.54336 -0.162673 0.967988 -0.191147 -5.15171 -0.0234728 0.189876 0.981527 -4.77262 0 0 0 1 
7680147070004;1.43077;4.59026;52;0.998831 -0.0433849 -0.0213383 -2.19814 0.0401486 0.990181 -0.133903 5.45877 0.0269381 0.13289 0.990765 -1.89161 0 0 0 1 
7680147070005;0.312811;4.60504;68;0.976153 0.210419 0.0533769 -7.75599 -0.211382 0.977317 0.0130293 -5.89692 -0.0494245 -0.0240015 0.998489 -3.99695 0 0 0 1 
7680147070006;1.56238;4.92237;73;0.997187 0.0738131 -0.0130267 -3.78524 -0.0735363 0.99708 0.0205856 1.42549 0.0145082 -0.0195697 0.999703 -2.10815 0 0 0 1 
7680147070007;1.77223;4.47965;61;0.951474 0.206658 0.228012 -7.78306 -0.255112 0.944076 0.2089 -7.16242 -0.172089 -0.256932 0.950984 -9.44251 0 0 0 1 
7680147070008;0.368314;4.9615;76;0.950308 0.301367 0.0780619 -11.2423 -0.301988 0.953303 -0.00399889 -10.5432 -0.0756218 -0.0197736 0.99694 -5.50417 0 0 0 1 
7680147070009;2.02654;4.50778;68;0.998876 0.0440779 0.0174204 -4.28511 -0.0425768 0.995984 -0.0787585 2.56106 -0.0208219 0.0779283 0.996742 -6.81973 0 0 0 1 
7680147070010;1.67484;4.12334;56;0.991275 0.0264562 -0.129127 -3.67494 -0.0279245 0.999564 -0.00957342 3.39782 0.128818 0.0130957 0.991582 8.29707 0 0 0 1 
7680147070011;1.58383;4.54668;65;0.967538 0.0283006 0.251137 -4.22625 0.0603803 0.939048 -0.338444 7.04948 -0.245408 0.342621 0.906855 -20.3198 0 0 0 1 
7680147070012;1.55669;4.34449;70;0.995207 0.0545227 0.0811787 -4.67728 -0.0367263 0.977766 -0.206459 3.0239 -0.0906305 0.202488 0.975082 -8.45138 0 0 0 1 
7680147070013;1.90796;4.56653;69;0.987545 0.156735 0.0137753 -5.92707 -0.156499 0.969469 0.188778 -2.15472 0.0162333 -0.188582 0.981923 0.222263 0 0 0 1 
7680147070014;1.7784;4.19799;67;0.976017 0.213123 -0.0443715 -7.65849 -0.216214 0.972754 -0.0836735 -6.39393 0.0253298 0.0912605 0.995505 -3.72648 0 0 0 1 
7680147070015;0.363704;4.48032;64;0.998477 0.0200506 -0.051395 -4.21576 0.000339629 0.929363 0.369168 9.15902 0.0551667 -0.368624 0.92794 8.12332 0 0 0 1 
7680147070016;0.265959;4.70657;75;0.991973 0.124397 0.0227103 -5.55186 -0.12535 0.990999 0.0469968 -0.605019 -0.0166597 -0.0494663 0.998637 -1.79235 0 0 0 1 
7680147070017;0.994504;4.55103;63;0.998802 -0.0487468 -0.00422284 -2.67529 0.0487944 0.998736 0.0120267 8.53824 0.00363124 -0.0122183 0.999919 -2.08283 0 0 0 1 
7680147070018;1.14391;4.4115;69;0.90758 0.184201 -0.377318 -14.84 -0.178683 0.98264 0.0499153 -3.57231 0.379962 0.0221183 0.924738 20.4843 0 0 0 1 
7680147070019;1.59901;4.38754;75;0.99674 0.0796561 0.0127937 -2.76065 -0.0796669 0.996821 0.000330108 2.90005 -0.0127267 -0.00134826 0.999918 -1.7232 0 0 0 1 
7680147070020;1.99055;4.42536;66;0.96675 0.126195 0.222419 -7.82214 -0.147616 0.985606 0.0824067 -1.59597 -0.208818 -0.112499 0.971462 -10.3695 0 0 0 1 
7680147070021;1.30849;4.53728;69;0.969089 -0.0354437 -0.244153 -5.77187 0.0837988 0.97808 0.190625 12.9822 0.232045 -0.205193 0.950816 14.3844 0 0 0 1 
7680147070022;0.490232;4.43248;61;0.9983 -0.00244762 0.0582333 -2.9112 -0.000117586 0.999031 0.0440064 5.6719 -0.0582846 -0.0439385 0.997333 -3.42322 0 0 0 1 
7680147070023;1.93092;3.86896;69;0.97312 0.229501 0.0191607 -7.54397 -0.224046 0.962671 -0.151883 -5.76599 -0.0533027 0.143507 0.988213 -6.07922 0 0 0 1 
7680147070024;2.01577;5.32743;71;0.973859 0.179984 -0.138578 -7.19777 -0.149899 0.96758 0.203269 -1.52775 0.170671 -0.177183 0.969267 10.2675 0 0 0 1 
7680147070025;1.53658;4.22936;54;0.959791 -0.0641673 -0.273285 -4.72297 0.0271812 0.990193 -0.137035 5.24518 0.279398 0.124097 0.952122 10.7599 0 0 0 1 
7680147070026;1.23157;4.6047;65;0.975137 0.214833 0.0543578 -7.61821 -0.218531 0.972941 0.0750285 -5.24574 -0.0367684 -0.085042 0.995699 -0.540485 0 0 0 1 
7680147070027;1.05263;4.36654;63;0.934143 0.0872203 0.346077 -7.0954 -0.140739 0.981124 0.132619 -1.44352 -0.327978 -0.172592 0.928785 -17.9208 0 0 0 1 
7680147070028;0.137424;4.70541;73;0.994432 0.104289 0.0151367 -4.84628 -0.104452 0.994475 0.0104436 0.104207 -0.013964 -0.0119665 0.999831 -1.86286 0 0 0 1 
7680147070029;1.81513;4.3861;80;0.99586 0.0619157 -0.0665562 -5.16826 -0.0634915 0.997744 -0.0218269 4.42686 0.0650546 0.0259623 0.997544 2.56882 0 0 0 1 
7680147070031;0.429088;1.77493;45;0.973933 -0.0384585 -0.223552 -4.1602 0.0390979 0.999234 -0.00156697 1.71293 0.223442 -0.0072143 0.974691 1.24418 0 0 0 1 
7680147070032;0.91489;1.83408;40;0.995296 -0.00810908 0.0965443 -2.21405 -0.000626116 0.995932 0.0901064 2.58931 -0.0968823 -0.089743 0.991242 0.146567 0 0 0 1 
7680147070033;0.415478;1.61613;44;0.975996 -0.00428346 0.217747 -2.36169 0.0698257 0.953182 -0.294225 1.46327 -0.206292 0.302367 0.930601 -9.86134 0 0 0 1 
7680147070034;0.600344;1.8641;43;0.984522 -0.0695468 -0.160874 -3.15226 0.0402742 0.983109 -0.178533 1.15288 0.170574 0.16929 0.970693 -2.04496 0 0 0 1 
7680147070035;0.44843;1.56861;39;0.99719 -0.0173956 0.0728624 -2.48212 0.00218751 0.979011 0.203796 2.31554 -0.0748783 -0.203064 0.976298 2.53144 0 0 0 1 
