#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/p2at_met_local.txt /home/point_clouds_registration_benchmark//planetary/p2at_met -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
27844314100000;0.368279;0.343929;9;0.999487 0.000476275 0.0320199 0.0765628 -0.00490018 0.990389 0.138226 -0.0600728 -0.0316463 -0.138312 0.989883 -8.26076 0 0 0 1 
27844314100001;0.325629;0.152188;9;0.987584 0.0284288 -0.154495 0.808558 0.00058674 0.982814 0.184599 -0.275611 0.157088 -0.182398 0.970595 -7.74764 0 0 0 1 
27844314100002;0.342132;0.126012;10;0.931557 -0.0370371 0.361704 -2.47344 -0.067984 0.959512 0.273341 -2.91777 -0.357183 -0.279223 0.891322 -24.6733 0 0 0 1 
27844314100003;0.135271;0.139301;9;0.995093 -0.00741752 0.0986655 -0.1524 -0.00977859 0.984932 0.172668 -0.345579 -0.0984595 -0.172785 0.980026 -12.5172 0 0 0 1 
27844314100004;0.89077;0.698733;10;0.985612 0.0406631 -0.164061 1.47878 0.002682 0.966746 0.255724 -0.925124 0.169004 -0.252484 0.952727 -12.2173 0 0 0 1 
27844314100005;0.300669;0.248382;11;0.934788 0.0502404 -0.351635 0.198596 -0.00545546 0.991861 0.127211 -0.106644 0.355164 -0.116997 0.927454 1.18894 0 0 0 1 
27844314100006;0.461976;0.419777;9;0.999896 0.0127601 0.00675156 0.815929 -0.0129861 0.999318 0.0345547 -0.162259 -0.00630604 -0.0346387 0.99938 -2.01819 0 0 0 1 
27844314100007;1.17629;0.993386;10;0.999375 0.0185139 0.0301012 1.18684 -0.0210954 0.995911 0.0878397 -0.287503 -0.0283519 -0.0884199 0.99568 -4.51154 0 0 0 1 
27844314100008;0.519074;0.431827;9;0.999921 0.0116546 0.0047712 0.684084 -0.0118169 0.999299 0.0355293 -0.188604 -0.00435377 -0.0355829 0.999357 -1.56347 0 0 0 1 
27844314100009;0.482706;0.468954;10;0.993114 -0.0152204 0.116156 -0.736385 0.0208581 0.998655 -0.0474748 0.244533 -0.115277 0.0495707 0.992096 0.145441 0 0 0 1 
27844314100010;0.848926;0.0740803;9;0.999045 0.0260176 -0.0351145 1.5782 -0.0195836 0.984813 0.172509 -0.740756 0.0390695 -0.171656 0.984382 -11.2856 0 0 0 1 
