#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/long_office_household_local.txt /home/point_clouds_registration_benchmark//tum/long_office_household -s 0.1 -t 0.1 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
26456013410000;0.652746;0.405423;17;0.832129 0.484453 -0.269939 0.46301 -0.506814 0.861916 -0.0154747 -0.114478 0.225168 0.149686 0.962753 -0.356376 0 0 0 1 
26456013410001;1.0574;0.492562;17;0.957187 0.26765 -0.110258 0.186829 -0.245395 0.952307 0.181362 0.157533 0.153541 -0.14654 0.977216 1.12471 0 0 0 1 
26456013410002;0.577722;0.545118;17;0.938967 0.32029 -0.125518 0.409941 -0.281918 0.925538 0.252788 0.137768 0.197137 -0.201974 0.959345 0.70336 0 0 0 1 
26456013410003;1.10585;0.580653;14;0.967404 -0.227837 -0.110543 0.51809 0.241736 0.960898 0.135047 0.269045 0.0754521 -0.157368 0.984653 -0.776076 0 0 0 1 
26456013410004;0.510854;0.475496;16;0.950276 0.255589 0.177902 0.182521 -0.301296 0.899017 0.317787 -0.2378 -0.0787137 -0.355586 0.931323 -0.254079 0 0 0 1 
26456013410005;0.315858;0.546264;15;0.982511 0.128223 -0.135022 0.465651 -0.110854 0.98541 0.129145 0.202816 0.149611 -0.111919 0.98239 -0.0413781 0 0 0 1 
26456013410006;0.127418;0.589462;17;0.950061 0.287777 -0.120699 0.500991 -0.268865 0.951183 0.151531 -0.048036 0.158414 -0.111512 0.981056 0.237909 0 0 0 1 
26456013410007;0.936325;0.619568;11;0.965057 -0.148055 -0.216205 0.131955 0.164797 0.98441 0.0614763 0.4429 0.203733 -0.0949582 0.974411 0.8001 0 0 0 1 
26456013410008;0.859142;0.571961;18;0.977556 0.158709 -0.138551 0.508568 -0.141618 0.981923 0.125584 0.0347081 0.155978 -0.103144 0.98236 0.962128 0 0 0 1 
26456013410009;0.404949;0.508813;16;0.933528 0.257817 -0.24911 0.176393 -0.240725 0.965699 0.097346 -0.049373 0.265662 -0.0309082 0.963571 0.443842 0 0 0 1 
26456013410010;0.333714;0.574516;15;0.945982 0.208363 -0.2484 0.389421 -0.202832 0.978039 0.0479548 -0.0196841 0.252937 0.0050191 0.96747 -0.0531478 0 0 0 1 
26456013410011;0.463956;0.52256;14;0.991654 0.0947506 -0.087429 0.446793 -0.0882705 0.993252 0.0752304 0.220305 0.0939671 -0.0668851 0.993326 -0.27756 0 0 0 1 
26456013410012;1.06761;0.464666;18;0.921848 0.127789 -0.365878 0.962559 -0.220199 0.949589 -0.223143 0.622128 0.318919 0.28627 0.903515 0.951417 0 0 0 1 
26456013410013;0.408963;0.520348;19;0.833684 0.541287 -0.109449 0.460145 -0.525575 0.838532 0.143651 -0.172357 0.169533 -0.0622363 0.983557 0.20799 0 0 0 1 
26456013410014;0.281798;0.572504;17;0.940509 0.306552 -0.146523 0.380905 -0.264661 0.93141 0.249859 -0.277633 0.213067 -0.196216 0.957132 0.0509262 0 0 0 1 
26456013410015;0.444148;0.488214;12;0.976701 0.0750394 -0.201059 0.212611 -0.0800397 0.996649 -0.0168449 0.183543 0.199121 0.0325452 0.979434 0.418821 0 0 0 1 
26456013410016;0.631913;0.568943;17;0.843966 0.524219 0.113645 0.12821 -0.53632 0.821125 0.195228 -0.125637 0.0090253 -0.225717 0.974151 0.653748 0 0 0 1 
26456013410017;0.712942;0.570745;17;0.951893 0.282781 -0.118042 0.634361 -0.264563 0.952782 0.149041 0.529698 0.154615 -0.110642 0.98176 0.408061 0 0 0 1 
26456013410018;0.599666;0.390014;18;0.88477 0.431669 0.175624 0.184542 -0.460675 0.867079 0.189611 -0.461732 -0.0704309 -0.248668 0.966025 -0.164846 0 0 0 1 
26456013410019;0.16999;0.506856;17;0.975642 0.208231 -0.0690126 0.382277 -0.196648 0.969609 0.145559 0.0466299 0.0972253 -0.128443 0.98694 0.0311384 0 0 0 1 
26456013410020;0.966938;0.54366;16;0.957559 0.278816 -0.0730894 0.102686 -0.265248 0.951622 0.155109 -0.287553 0.1128 -0.12914 0.98519 -0.73555 0 0 0 1 
26456013410021;1.2145;0.57678;12;0.964225 -0.200508 -0.173396 -0.286662 0.222974 0.967229 0.121455 0.350805 0.143361 -0.155773 0.977334 -0.216301 0 0 0 1 
26456013410022;0.808376;0.53279;12;0.966805 -0.118865 -0.226184 0.00792714 0.072505 0.976443 -0.203228 0.560644 0.245012 0.180083 0.952649 -0.10922 0 0 0 1 
26456013410023;0.310262;0.540257;16;0.855692 0.487552 -0.173448 0.117925 -0.459233 0.869938 0.179757 -0.0692046 0.23853 -0.0741636 0.968299 0.362806 0 0 0 1 
26456013410024;0.290654;0.418909;18;0.943379 0.322365 -0.0782066 0.390255 -0.287841 0.912707 0.290023 -0.346344 0.164873 -0.25109 0.953819 0.199914 0 0 0 1 
26456013410025;0.115869;0.53003;17;0.943682 0.296445 -0.146919 0.36551 -0.274136 0.949208 0.154448 -0.0522507 0.185242 -0.105474 0.977016 0.29134 0 0 0 1 
26456013410026;0.438952;0.526731;10;0.996232 0.0865226 -0.00597081 0.223703 -0.0832588 0.973386 0.213511 -0.2923 0.0242855 -0.21221 0.976922 -0.066579 0 0 0 1 
26456013410027;1.02893;0.519228;17;0.830222 0.54836 -0.100162 0.558379 -0.5304 0.83238 0.160686 0.719101 0.171487 -0.0802787 0.98191 0.219293 0 0 0 1 
26456013410028;0.910665;0.613747;17;0.954172 0.269694 -0.129693 0.459183 -0.243162 0.951335 0.189301 0.157851 0.174434 -0.14909 0.973316 0.996587 0 0 0 1 
26456013410029;0.807992;0.46398;16;0.930265 0.220872 -0.292954 0.620813 -0.258423 0.961263 -0.0958713 0.820559 0.26043 0.164892 0.951308 0.0536967 0 0 0 1 
26456013410031;0.378079;1.51573;21;-0.157602 0.354666 -0.921615 0.972572 -0.848102 0.42946 0.310301 1.58007 0.505849 0.830528 0.233109 -0.0734814 0 0 0 1 
26456013410032;0.347742;1.47281;20;-0.0814174 0.394248 -0.915391 0.498259 -0.506911 0.7744 0.378611 1.08191 0.858145 0.494847 0.136799 -1.0019 0 0 0 1 
26456013410033;0.319289;1.44482;19;-0.144403 0.299777 -0.943017 0.647645 -0.549046 0.768572 0.328397 1.056 0.823223 0.565182 0.0536078 -0.728954 0 0 0 1 
26456013410034;0.665788;1.0706;19;0.0568856 0.615609 -0.785996 1.462 -0.572075 0.665309 0.479681 0.594338 0.818226 0.422362 0.390021 -0.596427 0 0 0 1 
26456013410035;0.543286;1.30636;17;0.193792 0.383116 -0.903143 0.832526 -0.550889 0.804246 0.222957 0.775669 0.811767 0.454324 0.366911 0.0004951 0 0 0 1 
26456013410036;0.569296;0.853161;13;0.814207 0.53593 -0.223264 0.163805 -0.564615 0.820482 -0.0895481 1.05013 0.135192 0.198969 0.970636 0.325584 0 0 0 1 
26456013410037;0.587068;1.53754;21;-0.235043 0.21323 -0.948308 0.933174 -0.76158 0.565816 0.315987 1.8023 0.603945 0.796483 0.0294007 -0.0994211 0 0 0 1 
