#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/gazebo_winter_local.txt /home/point_clouds_registration_benchmark//eth/gazebo_winter -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
38591597440000;0.538033;0.0248298;18;0.993699 -0.0992902 -0.0520022 -0.401221 0.101056 0.99435 0.0325024 -0.43853 0.0484812 -0.0375527 0.998118 0.555856 0 0 0 1 
38591597440001;0.518725;0.185026;20;0.977901 0.121257 0.170315 -0.0707039 -0.137701 0.986532 0.0882738 0.229587 -0.157317 -0.109776 0.981428 -0.0282904 0 0 0 1 
38591597440002;0.466312;0.0230573;20;0.984173 -0.130639 0.119735 0.0624236 0.135123 0.990372 -0.0300965 -0.304634 -0.114651 0.0457992 0.99235 -0.212204 0 0 0 1 
38591597440003;0.369171;0.0265608;30;0.979663 0.200647 0.000643014 -0.195686 -0.200648 0.979656 0.00371776 0.761398 0.000116026 -0.00377117 0.999993 0.381787 0 0 0 1 
38591597440004;0.566929;0.179218;26;0.921724 0.292028 -0.255233 0.956467 -0.283009 0.956393 0.0722359 0.972979 0.265198 0.00565174 0.964177 -1.60894 0 0 0 1 
38591597440005;0.214626;0.0151522;15;0.994952 -0.0803751 -0.0600909 0.0111025 0.0800027 0.996758 -0.00858025 -0.303464 0.0605857 0.0037295 0.998156 -0.599381 0 0 0 1 
38591597440006;0.296525;0.0220194;29;0.960814 -0.216378 -0.173253 0.177504 0.237735 0.964661 0.113633 -1.00152 0.142542 -0.150368 0.9783 -0.359806 0 0 0 1 
38591597440007;0.55939;0.0368961;21;0.990016 0.140899 -0.00385666 0.0741746 -0.14029 0.987645 0.0698265 0.187339 0.0136475 -0.0685884 0.997552 -0.880129 0 0 0 1 
38591597440008;0.573696;0.0276622;26;0.909612 0.00659727 0.415407 0.313786 -0.11014 0.967928 0.225799 0.471212 -0.400594 -0.251143 0.881165 2.45533 0 0 0 1 
38591597440009;0.226381;0.0102176;14;0.999482 -0.0275465 0.016617 0.0495472 0.0269123 0.998943 0.0372532 0.0674158 -0.0176256 -0.0367867 0.999168 -0.255548 0 0 0 1 
38591597440010;0.405479;0.0343301;25;0.93461 -0.110062 0.338216 0.0899296 0.223429 0.921553 -0.317521 -0.755345 -0.276737 0.372326 0.885884 1.66619 0 0 0 1 
38591597440011;0.432428;0.01606;43;0.931892 -0.346889 -0.106044 0.393785 0.362652 0.884719 0.292841 -1.78643 -0.00776422 -0.311353 0.950263 -0.267749 0 0 0 1 
38591597440012;0.493861;0.037967;15;0.996154 -0.00288014 -0.0875743 0.337198 -0.00200377 0.998449 -0.0556298 -0.239227 0.0875987 0.0555913 0.994603 0.332544 0 0 0 1 
38591597440013;0.489902;0.176796;30;0.943751 0.271026 0.189415 0.131275 -0.278462 0.960355 0.0132907 0.637824 -0.178304 -0.0652881 0.981807 0.405304 0 0 0 1 
38591597440014;0.265078;0.0255338;19;0.950697 -0.0572649 0.304787 -0.0599578 0.0904787 0.991263 -0.0959796 -0.27613 -0.296628 0.118824 0.947572 1.44963 0 0 0 1 
38591597440015;0.50504;0.0245339;37;0.941785 -0.328367 0.0722213 0.398246 0.302013 0.920627 0.247455 -1.69122 -0.147745 -0.211238 0.966204 0.170275 0 0 0 1 
38591597440016;0.306367;0.027837;24;0.9608 0.11541 -0.252077 0.270654 -0.0675129 0.979263 0.191014 -0.00467855 0.268895 -0.166508 0.948668 -1.36441 0 0 0 1 
38591597440017;0.306001;0.0402854;22;0.991465 -0.129907 0.0109957 -0.205813 0.130366 0.988691 -0.0741277 -0.88642 -0.00124164 0.0749285 0.997188 0.105227 0 0 0 1 
38591597440018;0.310987;0.0225113;32;0.975755 0.218338 -0.0151705 0.444174 -0.218552 0.975721 -0.0142523 1.01749 0.0116903 0.0172223 0.999783 -0.300958 0 0 0 1 
38591597440019;0.565481;0.0181033;33;0.985823 -0.161004 0.0472406 -0.56366 0.145253 0.959824 0.240081 -0.24012 -0.0839968 -0.229816 0.969603 -0.151234 0 0 0 1 
38591597440020;0.471158;0.0354465;33;0.947298 -0.320056 -0.0137929 -0.0230855 0.31155 0.930437 -0.192936 -1.30348 0.0745836 0.178471 0.981114 0.281227 0 0 0 1 
38591597440021;0.264772;0.200153;15;0.981424 0.0854361 0.171775 -0.0514567 -0.0962145 0.993817 0.0554178 0.169755 -0.165978 -0.0709157 0.983576 0.566908 0 0 0 1 
