#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/pioneer_slam_local.txt /home/point_clouds_registration_benchmark//tum/pioneer_slam -s 0.1 -t 0.1 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
1807261650000;0.252801;0.177211;18;0.996307 0.0133369 0.0848255 -0.125007 -0.0102265 0.999263 -0.036997 0.0621109 -0.0852564 0.0359929 0.995709 0.184563 0 0 0 1 
1807261650001;0.370505;0.135765;32;0.971977 0.11607 0.204422 -0.0996401 -0.154785 0.970487 0.184925 0.452183 -0.176925 -0.211384 0.961257 0.877543 0 0 0 1 
1807261650002;0.611698;0.207743;22;0.999965 0.00754389 0.00354462 0.117752 -0.00744453 0.999601 -0.0272551 -0.663396 -0.00374882 0.0272278 0.999622 0.589893 0 0 0 1 
1807261650003;0.65444;0.257704;36;0.962118 0.267698 -0.0516476 0.290147 -0.263482 0.961655 0.0761421 0.906861 0.0700502 -0.0596495 0.995758 -0.976867 0 0 0 1 
1807261650004;0.70178;0.31706;29;0.925999 0.328193 0.18659 -0.00584337 -0.302859 0.940858 -0.151862 1.08574 -0.225394 0.0841134 0.97063 1.38379 0 0 0 1 
1807261650005;0.564667;0.104764;27;0.993227 -0.115553 0.0121576 0.116604 0.115611 0.993285 -0.00423657 -0.0462027 -0.0115864 0.00561343 0.999917 0.776957 0 0 0 1 
1807261650006;0.456118;0.111244;24;0.997685 -0.0310275 -0.0605186 -0.253889 0.0218249 0.988867 -0.147191 0.29545 0.0644118 0.145529 0.987255 -0.650577 0 0 0 1 
1807261650007;0.0911852;0.0380679;18;0.997549 0.0146926 0.0684049 -0.116632 -0.0156984 0.999776 0.0141888 0.0452103 -0.0681812 -0.0152278 0.997557 0.275474 0 0 0 1 
1807261650008;0.628711;0.269242;27;0.957454 -0.0593994 0.282406 0.589609 0.0254973 0.992173 0.122242 -0.362221 -0.287457 -0.109841 0.951474 0.735019 0 0 0 1 
1807261650009;0.268333;0.258567;26;0.986432 -0.164078 -0.00557738 0.0216829 0.164057 0.986443 -0.00406776 -0.343112 0.00616919 0.00309756 0.999976 -0.104744 0 0 0 1 
1807261650010;0.71038;0.2584;28;0.95381 0.30014 0.0127716 0.0601862 -0.300223 0.953855 0.00515291 0.870083 -0.0106356 -0.00874922 0.999905 -0.855154 0 0 0 1 
1807261650011;0.818748;0.244109;26;0.922025 0.387105 -0.00443005 0.0270609 -0.387127 0.922003 -0.00657172 1.39509 0.00154057 0.00777428 0.999969 -0.874936 0 0 0 1 
1807261650012;0.646177;0.0409596;27;0.999995 -0.00262179 0.00182772 0.179569 0.00270933 0.998762 -0.0496664 -0.606786 -0.00169525 0.0496711 0.998764 -0.719697 0 0 0 1 
1807261650013;0.5425;0.0883303;16;0.989945 0.0235394 -0.139479 0.0796061 -0.029875 0.998606 -0.0435049 -0.114436 0.138261 0.0472344 0.989269 -1.17762 0 0 0 1 
1807261650014;0.402811;0.146304;27;0.94774 0.183853 -0.260744 0.309391 -0.15248 0.978904 0.136006 0.41091 0.280248 -0.0891398 0.95578 -1.39039 0 0 0 1 
1807261650015;0.62098;0.139118;32;0.911243 -0.359338 0.201277 0.305181 0.357771 0.932705 0.0454084 -0.868056 -0.204049 0.0306332 0.978481 1.31159 0 0 0 1 
1807261650016;0.314215;0.237698;16;0.995914 0.0766222 -0.047788 -0.0559874 -0.0747317 0.996394 0.04017 0.260676 0.0506936 -0.0364346 0.998049 0.0197576 0 0 0 1 
