#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/wood_summer_local.txt /home/point_clouds_registration_benchmark//eth/wood_summer -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
2318808360000;0.0774618;0.0232733;10;0.998152 0.041627 0.0442645 -0.458942 -0.0415547 0.999133 -0.00255153 0.425619 -0.0443323 0.000707413 0.999017 0.325143 0 0 0 1 
2318808360001;0.306883;0.0252234;14;0.997435 0.0699488 -0.0151955 -0.151585 -0.0701942 0.997401 -0.016269 0.609571 0.014018 0.0172939 0.999752 -0.421785 0 0 0 1 
2318808360002;0.495258;0.0187668;36;0.916167 -0.385312 -0.110328 4.8011 0.384104 0.922705 -0.0328569 -1.78009 0.11446 -0.0122751 0.993352 -0.161658 0 0 0 1 
2318808360003;0.524546;0.0391333;36;0.91352 -0.404144 -0.0463653 4.36967 0.40639 0.901583 0.148308 -2.69219 -0.0181354 -0.154324 0.987854 1.31089 0 0 0 1 
2318808360004;0.20511;0.0264109;12;0.997525 -0.0661125 0.0239414 0.634818 0.0659627 0.997798 0.00699375 -0.550845 -0.0243511 -0.0053972 0.999689 -0.166145 0 0 0 1 
2318808360005;0.440296;0.0341585;35;0.984727 0.0694242 -0.159668 -0.124596 -0.0228098 0.9606 0.276997 0.18798 0.172607 -0.269124 0.947512 0.836366 0 0 0 1 
2318808360006;0.169359;0.028937;12;0.996249 -0.0836639 0.0221088 1.00551 0.0841056 0.996259 -0.0198643 -0.44846 -0.0203642 0.0216493 0.999558 0.0710195 0 0 0 1 
2318808360007;0.299345;0.020612;36;0.928676 -0.365993 0.060082 4.27144 0.364668 0.930584 0.0321092 -2.27775 -0.067663 -0.00790904 0.997677 0.537801 0 0 0 1 
2318808360008;0.34518;0.247894;15;0.985182 0.104447 0.13604 -1.16371 -0.112921 0.992018 0.056119 0.620923 -0.129092 -0.0706491 0.989113 2.00494 0 0 0 1 
2318808360009;0.553788;0.396393;9;0.993762 0.0817869 0.0758196 -0.804664 -0.0803889 0.996536 -0.0213156 0.415489 -0.0773002 0.0150876 0.996894 0.618956 0 0 0 1 
2318808360010;0.296129;0.0170701;14;0.992289 -0.123931 0.00204291 1.20418 0.123747 0.991482 0.0406316 -1.24005 -0.00706104 -0.0400655 0.999172 0.0262351 0 0 0 1 
2318808360011;0.267088;0.0198871;23;0.974241 -0.189358 0.122469 2.12546 0.176248 0.978144 0.110323 -1.2603 -0.140682 -0.0858963 0.986322 2.33751 0 0 0 1 
2318808360012;0.117207;0.0253134;12;0.99681 0.000321742 -0.0798129 0.0209007 0.00341046 0.998907 0.0466212 -0.176569 0.0797407 -0.0467446 0.995719 -0.291748 0 0 0 1 
2318808360013;0.297157;0.0144587;13;0.996812 -0.0556726 0.0571516 0.0447288 0.05756 0.997831 -0.0319268 -0.658246 -0.0552503 0.0351146 0.997855 -0.0569795 0 0 0 1 
2318808360014;0.320442;0.0196756;13;0.999984 0.00566859 0.000821435 -0.0135942 -0.00566876 0.999984 0.000215474 0.0456135 -0.000820201 -0.000220127 1 -0.632792 0 0 0 1 
2318808360015;0.329054;0.0201042;27;0.962971 0.238384 -0.125938 -2.07904 -0.25114 0.963036 -0.0974157 2.44183 0.0980603 0.125436 0.987244 -2.51244 0 0 0 1 
2318808360016;0.335073;0.0161834;13;0.999428 0.0337219 0.0026917 -0.261124 -0.0337335 0.999421 0.00441324 -0.0535766 -0.00254132 -0.00450151 0.999987 -0.514139 0 0 0 1 
2318808360017;0.483715;0.0150185;23;0.972728 0.226306 -0.0508505 -2.5042 -0.226403 0.974026 0.00392434 1.76161 0.0504178 0.00769539 0.998699 0.223738 0 0 0 1 
2318808360018;0.313611;0.286608;6;0.99821 -0.0531678 -0.0273954 0.481608 0.0529213 0.998552 -0.0096472 -0.360653 0.0278687 0.00818013 0.999578 -0.315339 0 0 0 1 
2318808360019;0.502137;0.413625;6;0.999687 0.0245845 0.00465548 -0.218115 -0.0244107 0.999113 -0.0343047 0.0417725 -0.00549472 0.0341803 0.999401 -0.469016 0 0 0 1 
2318808360020;0.421809;0.0196974;23;0.966123 0.0238473 0.256978 -0.562195 -0.00217877 0.99644 -0.0842773 0.246736 -0.258073 0.0808623 0.962735 0.53994 0 0 0 1 
2318808360021;0.393879;0.0184172;38;0.910691 -0.295985 -0.288156 4.27894 0.201246 0.927084 -0.316252 -0.817248 0.360751 0.230017 0.903853 -5.0722 0 0 0 1 
2318808360022;0.404256;0.0223093;19;0.995152 0.0386874 -0.0904232 -0.327225 -0.0450052 0.996607 -0.0689077 1.1658 0.0874506 0.0726432 0.993517 -1.76522 0 0 0 1 
2318808360023;0.175152;0.0106809;20;0.979138 -0.192029 0.0664385 2.00538 0.195272 0.979656 -0.0462912 -1.27099 -0.0561976 0.058299 0.996716 -0.135769 0 0 0 1 
2318808360024;0.438639;0.0165795;19;0.99305 0.0139556 -0.11686 -0.82801 -0.0264833 0.993976 -0.106347 0.416841 0.114672 0.108703 0.987438 -2.09779 0 0 0 1 
2318808360025;0.493149;0.0268427;22;0.985529 -0.169398 -0.0060627 1.6939 0.169138 0.985115 -0.0306748 -0.649996 0.0111687 0.0292055 0.999511 0.346504 0 0 0 1 
2318808360026;0.26214;0.0219424;18;0.980504 0.0152502 -0.195908 -0.140632 -0.00204126 0.997721 0.0674499 -0.0783774 0.19649 -0.065735 0.9783 -0.531859 0 0 0 1 
2318808360027;0.301824;0.0209306;25;0.97053 0.240892 -0.00646581 -2.25517 -0.233737 0.934497 -0.268483 2.96038 -0.0586331 0.262082 0.963263 -2.18582 0 0 0 1 
2318808360028;0.111442;0.0186871;14;0.998894 -0.0333717 -0.0331255 0.374997 0.0373921 0.990902 0.129287 -0.407993 0.0285096 -0.130382 0.991054 1.1142 0 0 0 1 
2318808360029;0.556383;0.0212192;31;0.995108 -0.0580789 -0.0799209 0.11127 0.0831723 0.92907 0.360432 -0.407495 0.0533186 -0.365316 0.929355 4.1583 0 0 0 1 
2318808360031;0.47988;0.0123283;47;0.904525 0.38115 -0.191204 -2.70016 -0.368381 0.9243 0.0998275 3.87354 0.214779 -0.0198605 0.976461 -1.86771 0 0 0 1 
