#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/pioneer_slam3_local.txt /home/point_clouds_registration_benchmark//tum/pioneer_slam3 -s 0.1 -t 0.1 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
39885980090000;0.518509;0.161196;10;0.994342 0.0301919 -0.101842 0.0189924 -0.0169902 0.991617 0.128088 0.00124694 0.104855 -0.125633 0.98652 -0.430054 0 0 0 1 
39885980090001;1.1366;0.689608;21;0.9976 0.049475 -0.0484335 0.106159 -0.0474037 0.997949 0.043019 -0.185374 0.0504625 -0.0406198 0.9979 0.301006 0 0 0 1 
39885980090002;0.639436;0.567594;9;0.999681 0.0209988 0.0140441 0.0145566 -0.0177364 0.979283 -0.201719 0.0767727 -0.017989 0.201405 0.979343 -0.121151 0 0 0 1 
39885980090003;0.346141;0.177659;9;0.955241 -0.0432426 -0.292651 0.0831089 -0.0456043 0.955908 -0.290104 0.097588 0.292292 0.290465 0.911151 -0.831321 0 0 0 1 
39885980090004;1.0895;0.66424;20;0.968879 -0.0916255 -0.229953 0.161103 0.0382517 0.973232 -0.226618 0.230721 0.244562 0.21077 0.946449 -1.11412 0 0 0 1 
39885980090005;0.90722;0.673036;9;0.999248 0.0337929 -0.0190122 0.0149091 -0.0350633 0.996859 -0.0710173 0.195223 0.0165526 0.0716305 0.997294 -0.44358 0 0 0 1 
39885980090006;0.367469;0.0935686;10;0.978225 -0.0199683 -0.206585 0.0469828 -0.0273323 0.974298 -0.223599 0.111584 0.20574 0.224377 0.952537 -0.99274 0 0 0 1 
39885980090007;0.500039;0.27616;9;0.998216 -0.0579583 0.0143423 0.0262261 0.0594455 0.942315 -0.329407 -0.172873 0.00557694 0.329672 0.944079 -0.344027 0 0 0 1 
39885980090008;1.30544;0.622424;16;0.982632 0.057327 -0.176488 0.131042 -0.068672 0.995902 -0.0588552 0.485301 0.172391 0.0699528 0.982542 -1.08639 0 0 0 1 
39885980090009;1.07285;1.04041;9;0.999236 0.0218478 -0.03241 -0.0882008 -0.0220305 0.999743 -0.00529064 0.115799 0.032286 0.00600061 0.999461 -0.0458663 0 0 0 1 
39885980090010;0.993349;0.84453;10;0.999564 0.0285937 -0.00737042 -0.00584082 -0.0290016 0.997595 -0.0629598 0.0506121 0.00555243 0.0631461 0.997989 0.306874 0 0 0 1 
39885980090011;1.19076;0.812806;12;0.997122 -0.0291166 0.070003 -0.171387 0.0458982 0.966721 -0.25168 0.0289486 -0.0603453 0.254169 0.965275 -0.613926 0 0 0 1 
39885980090012;1.08018;0.364656;23;0.987524 0.122949 -0.0983845 0.176904 -0.134441 0.983598 -0.120254 0.0861481 0.0819857 0.13198 0.987856 -0.986886 0 0 0 1 
39885980090013;0.734434;0.284464;9;0.999488 0.00658949 -0.0313011 -0.0452142 -0.0135987 0.973252 -0.229338 -0.0106997 0.0289526 0.229646 0.972844 0.138965 0 0 0 1 
39885980090014;1.32795;0.855502;11;0.929006 0.055403 -0.365895 0.280107 0.0191409 0.980213 0.19702 0.0562848 0.36957 -0.190037 0.909563 -1.12593 0 0 0 1 
39885980090015;0.724355;0.0471707;11;0.999706 0.00309691 0.0240332 0.000320696 -0.00320833 0.999984 0.00459902 0.0350252 -0.0240186 -0.00467477 0.999701 -0.482148 0 0 0 1 
39885980090016;0.348273;0.0294101;11;0.980639 0.00779915 -0.195671 0.0701597 0.0351342 0.975986 0.214983 -0.0683789 0.192648 -0.217695 0.956815 -0.374464 0 0 0 1 
39885980090017;0.847163;0.437562;18;0.996551 -0.0593919 -0.0579618 0.227903 0.046026 0.976727 -0.20949 0.11944 0.0690548 0.2061 0.976091 -0.849207 0 0 0 1 
39885980090018;0.98085;0.535029;10;0.987835 0.00297282 -0.155475 -0.156686 -0.0293133 0.985453 -0.167403 0.133188 0.152716 0.169924 0.973552 -0.023848 0 0 0 1 
39885980090019;1.01873;0.356151;19;0.996118 0.0736127 0.0482747 -0.2342 -0.076469 0.995249 0.0602613 -0.113787 -0.0436094 -0.0637189 0.997015 0.819694 0 0 0 1 
39885980090020;0.349842;0.169001;16;0.975068 0.139857 0.172286 -0.192117 -0.108889 0.978045 -0.177683 0.334243 -0.193354 0.154493 0.968889 0.326443 0 0 0 1 
39885980090021;0.142777;0.0426166;10;0.977531 -0.0040181 -0.210752 0.0450947 -0.015596 0.995699 -0.0913224 0.0453268 0.210213 0.0925574 0.973264 -0.548685 0 0 0 1 
39885980090022;0.343863;0.133279;14;0.989978 0.0604831 0.127613 -0.0434792 -0.0547831 0.997357 -0.0477162 0.146184 -0.130161 0.040247 0.990676 0.442104 0 0 0 1 
39885980090023;0.973502;0.918664;10;0.951614 0.0513252 -0.302979 0.0825678 0.0104454 0.979981 0.198818 0.0199785 0.307118 -0.192363 0.932027 -0.546223 0 0 0 1 
39885980090024;1.13358;0.115477;11;0.999104 0.024786 0.0343115 -0.0674021 -0.0233629 0.998875 -0.0412749 -0.0686122 -0.035296 0.0404363 0.998559 -0.815813 0 0 0 1 
39885980090025;0.64818;0.315912;13;0.997696 -0.0656275 -0.0171744 0.00420801 0.0643376 0.995665 -0.0671671 -0.329744 0.021508 0.0659074 0.997594 0.121919 0 0 0 1 
39885980090026;1.25567;0.265859;10;0.991226 -0.0685222 0.113031 0.12478 0.0513592 0.987605 0.148316 -0.12534 -0.121793 -0.14121 0.982459 1.40618 0 0 0 1 
39885980090027;0.709211;0.321199;9;0.99884 0.0336361 0.0344675 -0.0310419 -0.0332901 0.99939 -0.0105655 0.190912 -0.0348018 0.00940585 0.99935 0.491341 0 0 0 1 
39885980090028;1.02062;0.642649;9;0.999715 0.0230089 0.00633115 -0.00500298 -0.0230094 0.999735 1.32279e-06 0.128246 -0.00632944 -0.000146998 0.99998 0.560563 0 0 0 1 
39885980090029;0.737875;0.231844;21;0.980617 0.176498 -0.0850804 -0.121311 -0.157983 0.969089 0.189491 0.317691 0.115895 -0.172377 0.978189 0.423584 0 0 0 1 
39885980090031;0.500388;0.339065;13;0.961319 0.0357162 -0.273112 0.51092 -0.0147635 0.996813 0.0783926 0.429671 0.275041 -0.0713282 0.958783 -1.47688 0 0 0 1 
39885980090032;0.490152;0.687142;16;0.927392 -0.360697 -0.0992097 0.273187 0.360029 0.932601 -0.0251829 -0.664001 0.101606 -0.012364 0.994748 -0.324119 0 0 0 1 
39885980090033;0.259006;0.443676;15;0.940171 -0.248927 -0.232623 0.300004 0.250886 0.967775 -0.0216221 -0.271915 0.230509 -0.0380332 0.972327 -0.762251 0 0 0 1 
39885980090034;0.13399;0.421161;14;0.994624 -0.0891827 -0.0526318 0.272841 0.0836004 0.991456 -0.100126 0.0753298 0.0611116 0.0951877 0.993582 -0.131444 0 0 0 1 
39885980090035;0.310003;0.373059;15;0.996835 -0.0303065 -0.0734894 0.380349 0.00719019 0.955059 -0.296329 0.349564 0.0791674 0.294863 0.952254 0.301824 0 0 0 1 
39885980090036;0.791909;0.335788;16;0.888171 -0.0159333 -0.459237 1.59806 0.0789609 0.989825 0.118369 -0.122591 0.452679 -0.141394 0.880392 -1.92828 0 0 0 1 
