#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/apartment_local.txt /home/point_clouds_registration_benchmark//eth/apartment -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
13001298760000;0.820981;1.40349;20;0.920788 -0.363142 0.142398 -0.366982 0.343257 0.927765 0.146377 -3.27785 -0.185268 -0.0859032 0.978926 0.389998 0 0 0 1 
13001298760001;0.68771;1.37237;24;0.955595 -0.257439 -0.143398 0.370098 0.292792 0.884507 0.363209 -2.74112 0.0333324 -0.389067 0.920606 0.467303 0 0 0 1 
13001298760002;0.636186;0.451515;14;0.976773 0.159624 -0.142951 0.156927 -0.115236 0.95376 0.277603 -0.437056 0.180653 -0.254682 0.950001 -0.981757 0 0 0 1 
13001298760003;0.411513;1.2986;20;0.961075 -0.272112 0.0478537 0.101865 0.269728 0.961594 0.0508364 -2.28035 -0.059849 -0.0359502 0.99756 -0.168922 0 0 0 1 
13001298760004;0.857932;1.35021;19;0.938075 -0.322791 -0.125781 0.100405 0.316058 0.946095 -0.0707959 -2.22733 0.141853 0.0266578 0.989529 0.501888 0 0 0 1 
13001298760005;0.460674;1.20609;19;0.973304 0.226326 0.0381436 0.0363729 -0.226424 0.974027 -0.00179517 -1.00267 -0.0375592 -0.00688937 0.999271 0.501556 0 0 0 1 
13001298760006;0.655521;0.887124;18;0.97628 0.216385 -0.00739691 -0.7185 -0.216398 0.976305 -0.000923888 -0.17963 0.00702172 0.00250265 0.999972 0.324483 0 0 0 1 
13001298760007;0.308888;0.464189;15;0.878574 0.329995 0.34527 0.201892 -0.383791 0.918084 0.0991254 0.556243 -0.284276 -0.2196 0.933254 0.962221 0 0 0 1 
13001298760008;0.466988;0.459881;14;0.935073 0.336581 0.111136 -0.042924 -0.341678 0.93934 0.0299602 0.212088 -0.0943108 -0.0659879 0.993353 0.0204997 0 0 0 1 
13001298760009;0.423945;0.588073;17;0.93344 0.355407 0.0487363 -0.00191394 -0.33809 0.916991 -0.211714 0.650326 -0.119935 0.181145 0.976116 -0.0704571 0 0 0 1 
13001298760010;0.258498;0.481741;12;0.97574 0.216545 -0.0322522 0.0389899 -0.218095 0.97428 -0.0566903 0.410184 0.0191467 0.062349 0.997871 0.0368883 0 0 0 1 
13001298760011;0.784351;1.7458;28;0.966942 0.247268 0.0623038 -0.130105 -0.253614 0.907141 0.335819 -1.37072 0.026519 -0.340519 0.939864 -0.791721 0 0 0 1 
13001298760012;0.622128;0.45137;14;0.955882 0.293644 -0.00799838 0.332704 -0.292318 0.953548 0.0727785 -0.142827 0.0289978 -0.0672296 0.997316 0.192146 0 0 0 1 
13001298760013;0.398004;0.458065;17;0.882751 0.426946 0.196131 0.192223 -0.387503 0.897644 -0.209946 0.775247 -0.265691 0.109329 0.957839 1.18081 0 0 0 1 
13001298760014;0.755219;0.996118;17;0.988271 0.0802311 -0.129935 0.359868 -0.0720772 0.995194 0.0662924 -0.616494 0.134629 -0.0561495 0.989304 -1.02813 0 0 0 1 
13001298760015;0.388158;0.754675;15;0.948637 0.270351 -0.164309 0.186012 -0.270542 0.962465 0.0216504 0.301789 0.163995 0.0239143 0.986171 -0.235029 0 0 0 1 
13001298760016;0.851768;0.603652;17;0.942999 0.33218 -0.0202481 0.924811 -0.331201 0.94269 0.0405158 0.946344 0.0325462 -0.0315001 0.998974 0.34412 0 0 0 1 
13001298760017;0.399547;0.444911;14;0.938409 0.345059 -0.0179834 0.214595 -0.345517 0.937502 -0.0413196 0.540188 0.00260178 0.0449883 0.998984 0.391929 0 0 0 1 
13001298760018;0.820633;0.568234;18;0.930982 0.308409 -0.195335 -0.0321402 -0.31384 0.94947 0.00330508 0.36482 0.186484 0.0582269 0.980731 0.44471 0 0 0 1 
13001298760019;0.329854;0.383502;13;0.991759 0.0994256 -0.0808031 -0.00573094 -0.0943838 0.993477 0.0639953 -0.349633 0.0866387 -0.0558414 0.994674 -0.256065 0 0 0 1 
13001298760020;0.847185;0.549356;16;0.962232 0.271519 0.0196656 -0.190908 -0.271815 0.962243 0.0143212 0.595991 -0.0150346 -0.0191257 0.999704 0.810226 0 0 0 1 
13001298760021;0.886722;1.32721;21;0.894105 -0.252003 -0.370232 0.92543 0.339951 0.920063 0.194725 -2.88545 0.291565 -0.299965 0.908301 -1.27933 0 0 0 1 
13001298760022;0.59893;0.574729;18;0.92606 0.315857 -0.206511 0.476261 -0.242367 0.917252 0.316082 -0.0689657 0.289259 -0.24266 0.925984 -1.27708 0 0 0 1 
13001298760023;0.367247;0.41008;12;0.993433 0.0961795 0.0619779 -0.194855 -0.100028 0.993031 0.0623163 -0.344586 -0.0555524 -0.0681066 0.99613 -0.0453115 0 0 0 1 
13001298760024;0.0968236;0.377513;12;0.979983 0.183562 0.0770629 -0.0921509 -0.187236 0.981354 0.0434497 0.182101 -0.0676503 -0.0570089 0.996079 0.285043 0 0 0 1 
13001298760025;0.689632;0.456029;20;0.982942 0.163584 0.0840585 -0.312741 -0.126074 0.93207 -0.339633 0.497999 -0.133907 0.323242 0.936794 0.8986 0 0 0 1 
13001298760026;0.452516;1.37716;15;0.987578 -0.151009 0.0434209 -0.0915005 0.145552 0.983299 0.109257 -1.56443 -0.0591946 -0.10158 0.993065 0.182607 0 0 0 1 
13001298760027;0.353163;1.39417;18;0.91859 -0.30791 0.247759 -0.0922494 0.225767 0.923374 0.310498 -2.30661 -0.32438 -0.229284 0.917718 0.748514 0 0 0 1 
13001298760028;0.770166;0.597395;12;0.998146 0.032564 0.0514281 -0.365608 -0.0289006 0.997097 -0.0704374 0.0673691 -0.0535726 0.0688205 0.99619 -0.113032 0 0 0 1 
13001298760029;0.444231;0.402505;14;0.902656 0.368532 0.222254 0.271367 -0.393252 0.916108 0.0780941 0.496746 -0.174829 -0.157894 0.971856 0.762874 0 0 0 1 
13001298760031;1.0814;0.59106;10;0.989473 0.0452452 0.137463 -0.208666 -0.035 0.996489 -0.0760553 0.404075 -0.140422 0.0704435 0.987583 0.755286 0 0 0 1 
13001298760032;0.762366;0.122987;16;0.976911 -0.197953 -0.0803738 -0.633237 0.200981 0.97909 0.0314465 -0.658827 0.0724683 -0.0468741 0.996269 -0.753268 0 0 0 1 
13001298760033;0.562268;0.169107;14;0.971525 -0.206951 -0.115367 -0.640548 0.196429 0.975783 -0.0962441 -0.593906 0.132491 0.0708422 0.988649 0.0376893 0 0 0 1 
13001298760034;0.913227;0.188698;20;0.984161 -0.163361 -0.0688483 -0.598686 0.127712 0.922699 -0.363752 -0.223836 0.122949 0.349198 0.928948 0.958669 0 0 0 1 
13001298760035;0.190074;0.178466;13;0.987115 0.125888 -0.0987697 0.273142 -0.118636 0.990012 0.076169 0.371825 0.107372 -0.06347 0.992191 -0.4902 0 0 0 1 
13001298760036;1.3176;0.143594;32;0.931645 -0.360409 -0.0462871 -1.39087 0.362717 0.914769 0.177859 -0.828447 -0.0217601 -0.182491 0.982967 -0.301066 0 0 0 1 
13001298760037;0.408209;0.171182;14;0.989629 0.13014 -0.0608194 0.0878748 -0.136995 0.982393 -0.127031 0.743042 0.0432167 0.134046 0.990032 0.0454475 0 0 0 1 
13001298760038;0.799177;0.193591;13;0.999758 0.0214067 -0.00499583 0.434384 -0.0203499 0.987249 0.157879 -0.249274 0.0083118 -0.157739 0.987446 -0.254298 0 0 0 1 
13001298760039;0.512139;0.167738;11;0.999651 0.0217449 -0.0150122 -0.0239081 -0.0218998 0.999708 -0.0102345 0.110429 0.0147852 0.0105596 0.999835 0.364044 0 0 0 1 
13001298760040;0.790161;0.220382;12;0.999997 -0.00254123 0.000468725 0.055761 0.00254771 0.999893 -0.0143996 0.248437 -0.000432082 0.0144008 0.999896 -0.415352 0 0 0 1 
13001298760041;0.304867;0.19924;15;0.98536 -0.113471 0.12724 -0.352853 0.121534 0.990922 -0.0574765 -0.107719 -0.119563 0.072099 0.990205 0.493935 0 0 0 1 
13001298760042;0.323258;0.215929;11;0.99766 0.0683418 0.00209631 0.115116 -0.0683613 0.996414 0.0498554 0.0941727 0.00131841 -0.049882 0.998754 -0.0134555 0 0 0 1 
13001298760043;1.1294;0.157562;24;0.94574 -0.319167 -0.0608918 -0.565482 0.322712 0.900832 0.290445 -1.94909 -0.0378471 -0.294336 0.954952 -0.803865 0 0 0 1 
13001298760044;0.672602;0.108414;13;0.989676 -0.0743417 0.122538 -0.584343 0.0782782 0.996549 -0.0276227 -0.0729807 -0.120062 0.0369295 0.992079 0.144747 0 0 0 1 
13001298760045;0.603165;0.622823;25;0.906909 0.419842 0.0353356 1.03946 -0.415814 0.905413 -0.0855906 1.63661 -0.0679278 0.0629298 0.995704 0.0842905 0 0 0 1 
13001298760046;0.435224;0.167327;19;0.902196 0.0905863 -0.421706 0.687764 -0.114368 0.992943 -0.0313845 0.506258 0.415886 0.0765444 0.906189 -1.07439 0 0 0 1 
13001298760047;1.03472;0.135599;15;0.998795 -0.0282427 0.0401396 -0.284548 0.017507 0.969058 0.246213 -0.495602 -0.0458513 -0.245213 0.968384 -0.970408 0 0 0 1 
13001298760048;1.38851;0.207202;21;0.994077 0.0739138 0.0796716 0.153008 -0.101155 0.897294 0.429688 -0.722117 -0.039729 -0.435202 0.899456 -1.31293 0 0 0 1 
13001298760049;0.308211;0.161596;16;0.989501 0.129951 -0.0632487 0.095139 -0.121249 0.984587 0.126048 0.232956 0.0786539 -0.117055 0.990006 -0.454876 0 0 0 1 
13001298760050;0.383404;0.255549;10;0.999531 -0.0303169 0.00439183 -0.431565 0.0304124 0.999258 -0.0236129 -0.059314 -0.0036727 0.0237354 0.999712 0.180071 0 0 0 1 
13001298760051;1.39486;0.159138;24;0.912171 -0.386002 0.137645 -1.62521 0.395267 0.917373 -0.046814 -1.449 -0.108201 0.0971089 0.989375 0.620355 0 0 0 1 
13001298760052;0.390791;0.174997;10;0.99993 -0.008244 0.00853268 -0.323006 0.00809757 0.999822 0.0170547 -0.110322 -0.00867176 -0.0169844 0.999818 -0.0341556 0 0 0 1 
13001298760053;0.738841;0.55924;18;0.970918 0.238712 0.0182915 0.752073 -0.239023 0.962154 0.13087 0.673576 0.013641 -0.131436 0.991231 -0.0812893 0 0 0 1 
13001298760054;0.290741;0.186522;15;0.986291 -0.164024 -0.0180863 -0.503651 0.163871 0.986435 -0.00964201 -0.418229 0.0194225 0.006546 0.99979 -0.178744 0 0 0 1 
13001298760055;0.983527;0.163138;24;0.97707 0.179789 0.114063 -0.359048 -0.160719 0.97415 -0.158747 0.700103 -0.139655 0.136775 0.980708 0.975174 0 0 0 1 
13001298760056;0.893456;0.588205;11;0.996809 -0.079678 0.00471819 -0.00443527 0.0797583 0.996605 -0.0204346 -0.365897 -0.00307398 0.0207458 0.99978 -0.110574 0 0 0 1 
13001298760057;1.32906;0.2007;15;0.994863 0.0885379 0.0490731 0.562719 -0.0889223 0.996022 0.00570357 0.947023 -0.0483729 -0.010038 0.998779 -0.430505 0 0 0 1 
13001298760058;1.04418;0.167726;26;0.938229 -0.314747 0.143739 -0.692001 0.308951 0.949081 0.0615995 -0.899328 -0.155808 -0.0133861 0.987697 -0.246244 0 0 0 1 
13001298760059;1.02726;0.192277;16;0.997278 0.0591663 -0.0439973 0.458696 -0.0476513 0.972551 0.227757 -0.101753 0.0562651 -0.22504 0.972724 -1.14987 0 0 0 1 
13001298760060;1.18019;0.648347;13;0.992674 -0.107916 -0.0543288 -0.290228 0.115728 0.978451 0.170999 -1.23919 0.0347045 -0.176034 0.983772 -0.298789 0 0 0 1 
13001298760062;0.42647;1.06977;13;0.978335 -0.206291 0.0174595 -0.519408 0.204568 0.976228 0.0716341 -0.240234 -0.0318219 -0.0665105 0.997278 0.212657 0 0 0 1 
13001298760063;0.820769;1.35535;15;0.956576 -0.289521 0.0337774 -0.307665 0.290119 0.956884 -0.0143015 -0.111328 -0.0281804 0.0234799 0.999327 0.807846 0 0 0 1 
13001298760064;0.637796;0.878512;12;0.999748 0.0192998 0.0114824 0.128905 -0.0189625 0.999405 -0.0287954 0.709076 -0.0120313 0.0285704 0.999519 0.540131 0 0 0 1 
13001298760065;1.32441;1.3676;18;0.924676 -0.289272 -0.247579 -0.098421 0.364893 0.858963 0.359215 -1.06407 0.108751 -0.422498 0.899816 -2.31315 0 0 0 1 
13001298760066;0.832986;1.0903;14;0.932094 -0.362126 0.00806753 -0.604405 0.361914 0.930178 -0.0615422 -0.191015 0.0147818 0.0602829 0.998072 0.404076 0 0 0 1 
13001298760067;0.500971;0.990585;14;0.897079 -0.441498 0.0181645 -0.560145 0.441197 0.892683 -0.0919941 -1.0908 0.0244 0.0905401 0.995594 -0.0980224 0 0 0 1 
13001298760068;1.1413;1.13006;17;0.899788 -0.405044 0.162238 -1.1058 0.382868 0.91127 0.151657 -0.325799 -0.20927 -0.0743437 0.975028 0.944218 0 0 0 1 
13001298760069;0.277143;1.18874;14;0.972612 -0.178187 -0.149248 -0.123043 0.202592 0.96465 0.168541 -0.130162 0.113941 -0.194161 0.97433 -0.887569 0 0 0 1 
13001298760070;1.31041;1.09886;15;0.955732 -0.286188 0.0683552 -0.585111 0.289565 0.956059 -0.0458602 -0.404684 -0.052227 0.0636233 0.996606 -0.507582 0 0 0 1 
13001298760071;0.311671;1.01979;15;0.816238 -0.530295 -0.229223 -0.382298 0.564121 0.817176 0.11828 -2.00078 0.124592 -0.225854 0.966161 -1.07051 0 0 0 1 
