#;prob_registration_l1 -r /home/probabilistic_point_clouds_registration/build/tester /home/point_clouds_registration_benchmark//devel/registration_pairs/plain_local.txt /home/point_clouds_registration_benchmark//eth/plain -s 0.2 -t 0.2 -p 0.3 -r 1000 -m 10 -i 100 
id;initial_error;final_error;transformation
4215528470000;0.567788;0.429454;10;0.962893 -0.0249735 0.268724 0.326675 0.00873955 0.998073 0.061439 -0.0663653 -0.26974 -0.0568107 0.961256 1.9584 0 0 0 1 
4215528470001;0.547226;0.0586241;13;0.992129 0.0978644 -0.0781174 -0.637153 -0.0584169 0.913536 0.402541 0.80849 0.110758 -0.39481 0.912063 1.06011 0 0 0 1 
4215528470002;0.032832;0.0281605;6;0.999971 0.00553798 0.00522881 -0.0500348 -0.00555291 0.999981 0.00284515 -0.000390163 -0.00521295 -0.00287411 0.999982 0.0281327 0 0 0 1 
4215528470003;0.731607;0.0742379;21;0.99538 -0.0437867 0.0854534 -0.0586727 0.0419871 0.998859 0.0227446 -0.843706 -0.0863519 -0.0190516 0.996083 0.41154 0 0 0 1 
4215528470004;0.518474;0.237079;10;0.965529 0.0522659 -0.254995 -0.13383 0.00601282 0.974894 0.22259 -0.0047875 0.260227 -0.21645 0.940974 -0.239856 0 0 0 1 
4215528470005;0.0948906;0.0691278;10;0.999501 0.0215555 0.0230962 -0.112241 -0.0193889 0.995731 -0.090245 0.166084 -0.0249429 0.0897522 0.995652 -0.30362 0 0 0 1 
4215528470006;0.93827;0.510867;10;0.999074 -0.0273657 -0.0332055 -0.124509 0.0145516 0.941113 -0.33778 0.0860901 0.0404937 0.336984 0.940639 -1.44578 0 0 0 1 
4215528470007;0.649378;0.536146;10;0.994689 -0.0222281 -0.100493 0.0562378 -0.0148137 0.935313 -0.353511 0.47946 0.10185 0.353122 0.930017 -2.01194 0 0 0 1 
4215528470008;0.524363;0.415364;10;0.962918 0.0286558 -0.26827 0.181467 -0.0650897 0.989646 -0.127919 0.562793 0.261826 0.140637 0.954813 -2.3174 0 0 0 1 
4215528470009;0.400063;0.392386;10;0.967483 -0.0433577 0.249193 0.164235 0.0556414 0.997548 -0.0424599 -0.411415 -0.24674 0.0549446 0.967523 1.36885 0 0 0 1 
4215528470010;0.581956;0.324972;10;0.992863 -0.0771582 -0.0909367 0.394153 0.0495504 0.960469 -0.273942 -0.159457 0.108479 0.267481 0.957437 -2.09324 0 0 0 1 
4215528470011;0.358216;0.121629;10;0.984297 -0.105196 0.141751 0.510687 0.134389 0.967241 -0.21537 -0.714412 -0.114451 0.231038 0.96619 -0.143639 0 0 0 1 
4215528470012;0.581653;0.37372;10;0.985163 0.105246 -0.135562 -0.289376 -0.0619688 0.954746 0.290894 0.457195 0.160043 -0.278177 0.947103 -0.0912845 0 0 0 1 
